word_id,word,meaning_ja,example_en,example_ja,pos
0350,push,押す,Please push the blue button.,青いボタンを押してください。,verb
0351,relax,くつろぐ,I relax by reading comics after dinner.,夕食後に漫画を読んでくつろぎます。,verb
0352,sail,航海する,The boat sailed across the lake.,その船は湖を渡って進みました。,verb
0353,serve,給仕する,They serve breakfast from seven o'clock.,彼らは7時から朝食を出します。,verb
0354,shake,振る,Shake the bottle before you drink it.,飲む前にそのびんを振ってください。,verb
0355,shout,叫ぶ,Do not shout in the classroom.,教室で叫んではいけません。,verb
0356,snowboard,スノーボードをする,He learned to snowboard last winter.,彼は去年の冬にスノーボードを習いました。,verb
0357,steal,盗む,Someone stole my bicycle near the station.,駅の近くで誰かが私の自転車を盗みました。,verb
0358,throw,投げる,Throw the ball to your partner.,相手にボールを投げなさい。,verb
0359,wake,起きる,I wake up at six on school days.,学校がある日は6時に起きます。,verb
0360,welcome,歓迎する,The students welcomed the new teacher.,生徒たちは新しい先生を歓迎しました。,verb
0361,height,高さ,What is the height of this building?,この建物の高さはどれくらいですか。,noun
0362,hurricane,ハリケーン,The hurricane brought strong wind and rain.,ハリケーンは強い風と雨をもたらしました。,noun
0363,ice cream,アイスクリーム,I ate ice cream after the piano lesson.,ピアノのレッスンの後でアイスクリームを食べました。,noun
0364,Olympic,オリンピック,The Olympic Games are watched around the world.,オリンピックは世界中で見られています。,noun
0365,parade,パレード,Many people watched the parade downtown.,多くの人が町でパレードを見ました。,noun
0366,stamp,切手,I put a stamp on the letter.,私は手紙に切手を貼りました。,noun
0367,worker,労働者,The workers built a new school.,労働者たちは新しい学校を建てました。,noun
0368,air,空気,The air was fresh after the rain.,雨の後で空気が新鮮でした。,noun
0369,airport,空港,We arrived at the airport before noon.,私たちは正午前に空港に着きました。,noun
0370,bike,自転車,My bike is under the tree.,私の自転車は木の下にあります。,noun
0371,cafeteria,カフェテリア,Students eat lunch in the cafeteria.,生徒たちはカフェテリアで昼食を食べます。,noun
0372,chance,機会,This is a good chance to practice English.,これは英語を練習する良い機会です。,noun
0373,circle,円,Draw a big circle on the paper.,紙に大きな円を描いてください。,noun
0374,customer,客,The customer asked for a bigger bag.,その客はもっと大きな袋を頼みました。,noun
0375,dream,夢,My dream is to visit many countries.,私の夢はたくさんの国を訪れることです。,noun
0376,ear,耳,My ear hurt after swimming.,泳いだ後で耳が痛くなりました。,noun
0377,exam,試験,The exam will start at nine tomorrow.,試験は明日9時に始まります。,noun
0378,fire,火,The fire kept us warm at camp.,キャンプで火が私たちを暖かくしてくれました。,noun
0379,million,百万,More than one million people live in this city.,この市には100万人を超える人々が住んでいます。,noun
0380,mountain,山,The mountain looks beautiful in winter.,その山は冬に美しく見えます。,noun
0381,page,ページ,Please open your book to page twenty.,本の20ページを開いてください。,noun
0382,panda,パンダ,The panda ate bamboo at the zoo.,そのパンダは動物園で竹を食べました。,noun
0383,phone,電話,My phone rang during dinner.,夕食中に私の電話が鳴りました。,noun
0384,photo,写真,This photo shows my family in Kyoto.,この写真は京都での私の家族を写しています。,noun
0385,poster,ポスター,We made a poster for the school festival.,私たちは学校祭のためにポスターを作りました。,noun
0386,present,プレゼント,I gave my mother a small present.,私は母に小さなプレゼントをあげました。,noun
0387,problem,問題,Can you solve this problem by yourself?,この問題を一人で解けますか。,noun
0388,race,競走,Ken won the race in sports day.,ケンは運動会の競走で勝ちました。,noun
0389,rule,規則,There is a new rule in our class.,私たちのクラスには新しい規則があります。,noun
0390,scarf,スカーフ,She wore a red scarf in the cold wind.,彼女は寒い風の中で赤いスカーフをしていました。,noun
0391,star,星,We looked at the stars after dinner.,私たちは夕食後に星を見ました。,noun
0392,theater,劇場,The theater was full of children.,その劇場は子どもたちでいっぱいでした。,noun
0393,uniform,制服,Students must wear a uniform at this school.,この学校では生徒は制服を着なければなりません。,noun
0394,wedding,結婚式,My cousin's wedding was held in June.,いとこの結婚式は6月に行われました。,noun
0395,accident,事故,There was a car accident near the bridge.,橋の近くで車の事故がありました。,noun
0396,athlete,運動選手,The young athlete ran very fast.,その若い運動選手はとても速く走りました。,noun
0397,bakery,パン屋,I bought fresh bread at the bakery.,私はパン屋で焼きたてのパンを買いました。,noun
0398,bank,銀行,My father went to the bank after work.,父は仕事の後で銀行へ行きました。,noun
0399,bicycle,自転車,Her bicycle is blue and very light.,彼女の自転車は青くてとても軽いです。,noun
0400,captain,キャプテン,Our captain helped everyone on the team.,私たちのキャプテンはチームのみんなを助けました。,noun
0401,celebration,祝典,The celebration started with music.,その祝典は音楽で始まりました。,noun
0402,cell phone,携帯電話,Please turn off your cell phone in class.,授業中は携帯電話の電源を切ってください。,noun
0403,center,中心,The post office is in the center of town.,郵便局は町の中心にあります。,noun
0404,century,世紀,People used horses for travel in the last century.,前の世紀には人々は旅行に馬を使いました。,noun
0405,child,子ども,Every child received a small notebook.,すべての子どもが小さなノートを受け取りました。,noun
0406,Chinese,中国語,My friend is learning Chinese after school.,友達は放課後に中国語を習っています。,noun
0407,cloth,布,Please clean the table with this cloth.,この布でテーブルを拭いてください。,noun
0408,coat,コート,Take your coat because it is cold outside.,外は寒いのでコートを持って行きなさい。,noun
0409,dollar,ドル,This toy costs five dollars.,このおもちゃは5ドルです。,noun
0410,dress,ドレス,She wore a yellow dress to the party.,彼女はパーティーに黄色いドレスを着て行きました。,noun
0411,example,例,Please give me one example.,例を一つ挙げてください。,noun
0412,experience,経験,The camp was a good experience for us.,そのキャンプは私たちにとって良い経験でした。,noun
0413,fence,柵,The dog jumped over the low fence.,犬は低い柵を飛び越えました。,noun
0414,German,ドイツ語,He can read a little German.,彼は少しドイツ語を読むことができます。,noun
0415,grade,学年,My brother is in the fourth grade.,弟は4年生です。,noun
0416,grandfather,祖父,My grandfather grows tomatoes in his garden.,祖父は庭でトマトを育てています。,noun
0417,hamburger,ハンバーガー,I ate a hamburger for lunch.,昼食にハンバーガーを食べました。,noun
0418,hometown,故郷,I visit my hometown every summer.,私は毎年夏に故郷を訪れます。,noun
0419,Internet,インターネット,We used the Internet to find a map.,私たちは地図を探すためにインターネットを使いました。,noun
0420,line,線,Draw a straight line under the word.,その単語の下にまっすぐな線を引きなさい。,noun
0421,living room,居間,My family watches TV in the living room.,私の家族は居間でテレビを見ます。,noun
0422,locker,ロッカー,I put my shoes in the locker.,私は靴をロッカーに入れました。,noun
0423,manager,支配人,The manager spoke kindly to the customers.,支配人は客に親切に話しました。,noun
0424,meal,食事,Breakfast is my favorite meal.,朝食は私の好きな食事です。,noun
0425,museum,博物館,The museum has many old pictures.,その博物館には古い絵がたくさんあります。,noun
0426,point,点,He got the first point in the game.,彼はその試合で最初の点を取りました。,noun
0427,pollution,汚染,Air pollution is a big problem in some cities.,大気汚染はいくつかの都市で大きな問題です。,noun
0428,reason,理由,Tell me the reason for your answer.,あなたの答えの理由を教えてください。,noun
0429,recipe,レシピ,This recipe is easy for children.,このレシピは子どもにも簡単です。,noun
0430,sale,特売,The bookstore has a sale today.,その本屋は今日特売をしています。,noun
0431,sandwich,サンドイッチ,I made a cheese sandwich for lunch.,昼食にチーズサンドイッチを作りました。,noun
0432,science,科学,Science helps us understand nature.,科学は私たちが自然を理解するのを助けます。,noun
0433,secret,秘密,My friend told me a small secret.,友達が私に小さな秘密を話しました。,noun
0434,side,側,Sit on the left side of the room.,部屋の左側に座ってください。,noun
0435,slice,一切れ,May I have one slice of pizza?,ピザを一切れもらえますか。,noun
0436,textbook,教科書,I left my English textbook at home.,英語の教科書を家に忘れました。,noun
0437,tool,道具,This tool is useful for cooking.,この道具は料理に役立ちます。,noun
0438,top,上部,Write your name at the top of the paper.,紙の上部に名前を書いてください。,noun
0439,tour,旅行,We took a bus tour around the city.,私たちは市内を回るバスツアーに参加しました。,noun
0440,tourist,旅行者,The tourist asked me the way to the station.,その旅行者は私に駅への道を尋ねました。,noun
0441,wood,木材,This desk is made of wood.,この机は木材でできています。,noun
0442,actress,女優,The actress appeared in a famous movie.,その女優は有名な映画に出ました。,noun
0443,adventure,冒険,The boys had an adventure in the forest.,少年たちは森で冒険をしました。,noun
0444,alarm,目覚まし,My alarm woke me up at six.,目覚ましが6時に私を起こしました。,noun
0445,barbecue,バーベキュー,We had a barbecue by the river.,私たちは川のそばでバーベキューをしました。,noun
0446,bathroom,浴室,Please clean the bathroom after dinner.,夕食後に浴室を掃除してください。,noun
0447,beginner,初心者,This piano book is good for beginners.,このピアノの本は初心者に良いです。,noun
0448,bottom,底,There is a coin at the bottom of the bag.,かばんの底に硬貨があります。,noun
0449,bridge,橋,The bridge over the river is very old.,川にかかる橋はとても古いです。,noun
0450,coach,コーチ,Our coach taught us a new rule.,コーチは私たちに新しい規則を教えました。,noun
0451,comedy,喜劇,We watched a comedy and laughed a lot.,私たちは喜劇を見てたくさん笑いました。,noun
0452,computer,コンピューター,I use a computer to write reports.,私はレポートを書くためにコンピューターを使います。,noun
0453,continent,大陸,Africa is a very large continent.,アフリカはとても大きな大陸です。,noun
0454,course,講座,I joined a summer English course.,私は夏の英語講座に参加しました。,noun
0455,court,コート,The tennis court is behind the school.,テニスコートは学校の後ろにあります。,noun
0456,decoration,飾り,The children made decorations for the party.,子どもたちはパーティーの飾りを作りました。,noun
0457,dentist,歯医者,I went to the dentist after school.,放課後に歯医者へ行きました。,noun
0458,description,説明,Her description helped me find the cat.,彼女の説明で私は猫を見つけられました。,noun
0459,dessert,デザート,We had fruit for dessert.,私たちはデザートに果物を食べました。,noun
0460,dining,食事の,The dining table is next to the window.,食事用のテーブルは窓の隣にあります。,noun
0461,discount,割引,I bought this shirt with a discount.,このシャツを割引で買いました。,noun
0462,doughnut,ドーナツ,My sister chose a chocolate doughnut.,姉はチョコレートドーナツを選びました。,noun
0463,entrance,入口,Please meet me at the entrance.,入口で私に会ってください。,noun
0464,environment,環境,We should keep our environment clean.,私たちは環境をきれいに保つべきです。,noun
0465,fact,事実,It is a fact that water is important.,水が大切なのは事実です。,noun
0466,fruit,果物,Fresh fruit is good for your health.,新鮮な果物は健康に良いです。,noun
0467,gate,門,The school gate opens at seven thirty.,校門は7時半に開きます。,noun
0468,gift,贈り物,This scarf is a gift from my aunt.,このスカーフはおばからの贈り物です。,noun
0469,goal,目標,My goal is to read ten books this month.,私の目標は今月10冊の本を読むことです。,noun
0470,goldfish,金魚,The goldfish swam slowly in the bowl.,金魚は鉢の中をゆっくり泳ぎました。,noun
0471,headache,頭痛,I had a headache after the long trip.,長い旅行の後で頭痛がしました。,noun
0472,health,健康,Sleep is important for your health.,睡眠は健康に大切です。,noun
0473,hill,丘,We walked up a small hill near the park.,私たちは公園の近くの小さな丘を登りました。,noun
0474,hobby,趣味,Drawing pictures is my hobby.,絵を描くことが私の趣味です。,noun
0475,homestay,ホームステイ,She did a homestay in Canada.,彼女はカナダでホームステイをしました。,noun
0476,jeans,ジーンズ,He wore jeans and a white T-shirt.,彼はジーンズと白いTシャツを着ていました。,noun
0477,key,鍵,I found the key under the chair.,いすの下で鍵を見つけました。,noun
0478,kid,子ども,The kid waved to his mother.,その子どもは母親に手を振りました。,noun
0479,kilogram,キログラム,The watermelon weighs three kilograms.,そのスイカは3キログラムあります。,noun
0480,kitchen,台所,My mother is cooking in the kitchen.,母は台所で料理をしています。,noun
0481,land,土地,His family owns a large piece of land.,彼の家族は広い土地を持っています。,noun
0482,language,言語,English is spoken in many countries.,英語は多くの国で話されています。,noun
0483,law,法律,Everyone must follow the law.,誰もが法律を守らなければなりません。,noun
0484,librarian,図書館員,The librarian helped me find the book.,図書館員が本探しを手伝ってくれました。,noun
0485,mark,印,Put a mark next to the correct answer.,正しい答えの横に印を付けてください。,noun
0486,mayor,市長,The mayor visited our school today.,市長が今日学校を訪れました。,noun
0487,meat,肉,We had meat and vegetables for dinner.,夕食に肉と野菜を食べました。,noun
0488,medal,メダル,She won a gold medal in the race.,彼女は競走で金メダルを取りました。,noun
0489,necklace,ネックレス,The necklace was a birthday gift.,そのネックレスは誕生日プレゼントでした。,noun
0490,nurse,看護師,The nurse checked my temperature.,看護師が体温を測りました。,noun
0491,painting,絵,That painting hangs in the museum.,その絵は博物館に飾られています。,noun
0492,pancake,パンケーキ,We made pancakes on Sunday morning.,日曜の朝にパンケーキを作りました。,noun
0493,price,価格,The price of the bike was high.,その自転車の価格は高かったです。,noun
0494,project,計画,Our project finished on time.,私たちの計画は予定通り終わりました。,noun
0495,promise,約束,I kept my promise to my friend.,友達との約束を守りました。,noun
0496,queen,女王,The queen greeted the visitors.,女王は訪問者にあいさつしました。,noun
0497,rest,休息,Take a rest after the game.,試合の後は休みなさい。,noun
0498,rock,岩,Children climbed the large rock.,子どもたちは大きな岩に登りました。,noun
0499,schoolwork,学校の勉強,I finished my schoolwork before dinner.,夕食前に学校の勉強を終えました。,noun
0500,science fiction,SF小説,He enjoys reading science fiction.,彼はSF小説を読むのが好きです。,noun
0501,section,区分,This section is about animals.,この区分は動物についてです。,noun
0502,sentence,文,Write a sentence using this word.,この単語を使って文を書きなさい。,noun
0503,sign,標識,The sign says 'No Parking'.,その標識には駐車禁止と書いてあります。,noun
0504,sir,先生,Yes sir， I understand.,はい先生、分かりました。,noun
0505,snack,軽食,I had a snack after school.,放課後に軽食を食べました。,noun
0506,stew,シチュー,The stew smelled wonderful.,そのシチューはとても良いにおいでした。,noun
0507,sweater,セーター,She wore a warm sweater.,彼女は暖かいセーターを着ていました。,noun
0508,system,制度,The new system works well.,新しい制度はうまく機能しています。,noun
0509,telephone,電話,The telephone rang twice.,電話が2回鳴りました。,noun
0510,thousand,千,More than a thousand people came.,1000人以上が来ました。,noun
0511,trick,いたずら,That magic trick surprised everyone.,その手品はみんなを驚かせました。,noun
0512,type,型,What type of music do you like?,どんな種類の音楽が好きですか。,noun
0513,view,景色,The view from the hill was great.,丘からの景色は素晴らしかったです。,noun
0514,village,村,My grandparents live in a small village.,祖父母は小さな村に住んでいます。,noun
0515,waiter,ウェイター,The waiter brought our drinks.,ウェイターが飲み物を持ってきました。,noun
0516,wallet,財布,I found my wallet under the desk.,机の下で財布を見つけました。,noun
0517,bottle,びん,The bottle is full of water.,そのびんは水でいっぱいです。,noun
0518,classmate,同級生,A classmate helped me with math.,同級生が算数を手伝ってくれました。,noun
0519,classroom,教室,Our classroom is on the second floor.,教室は2階にあります。,noun
0520,meter,メートル,The pool is twenty meters long.,そのプールは20メートルあります。,noun
0521,video,ビデオ,We watched a video about space.,宇宙についてのビデオを見ました。,noun
0522,national,国の,This is a national holiday.,今日は国の祝日です。,adjective
0523,crowded,混雑した,The train was crowded this morning.,今朝電車は混雑していました。,adjective
0524,daily,毎日の,Walking is part of my daily routine.,散歩は私の日課の一部です。,adjective
0525,excited,興奮した,The children were excited about the trip.,子どもたちは旅行に興奮していました。,adjective
0526,female,女性の,The female athlete won the race.,その女性選手は競走で勝ちました。,adjective
0527,junior,年下の,My junior brother joined the team.,年下の弟がチームに入りました。,adjective
0528,loud,うるさい,The music was too loud.,音楽がうるさすぎました。,adjective
0529,male,男性の,The male singer is very popular.,その男性歌手はとても人気です。,adjective
0530,possible,可能な,Is it possible to finish today?,今日中に終えることは可能ですか。,adjective
0531,sad,悲しい,The movie had a sad ending.,その映画は悲しい結末でした。,adjective
0532,such,そのような,I have never seen such a bird.,私はそのような鳥を見たことがありません。,adjective
0533,easy,簡単な,This quiz is easy for me.,このクイズは私には簡単です。,adjective
0534,expensive,高価な,That watch is expensive.,その腕時計は高価です。,adjective
0535,fast,速い,A fast train stopped here.,速い電車がここに止まりました。,adjective
0536,few,少数の,Few people knew the answer.,少数の人しか答えを知りませんでした。,adjective
0537,full,いっぱいの,The room was full of students.,部屋は生徒でいっぱいでした。,adjective
0538,half,半分の,I ate half the cake.,ケーキの半分を食べました。,adjective
0539,heavy,重い,This bag is too heavy.,このかばんは重すぎます。,adjective
0540,homesick,ホームシックの,She felt homesick during the trip.,彼女は旅行中ホームシックになりました。,adjective
0541,own,自分の,He has his own room.,彼は自分の部屋を持っています。,adjective
0542,shy,内気な,The shy girl spoke softly.,内気な少女は小さな声で話しました。,adjective
0543,silent,静かな,We stayed in a silent library.,私たちは静かな図書館にいました。,adjective
0544,TRUE,本当の,That story is true.,その話は本当です。,adjective
0545,wonderful,素晴らしい,We had a wonderful day together.,私たちは素晴らしい一日を過ごしました。,adjective
0546,absent,欠席の,He was absent from school yesterday.,彼は昨日学校を欠席しました。,adjective
0547,boring,退屈な,The lecture was boring.,その講義は退屈でした。,adjective
0548,broken,壊れた,The broken chair needs repair.,壊れた椅子は修理が必要です。,adjective
0549,cheap,安い,This shop sells cheap books.,この店は安い本を売っています。,adjective
0550,cloudy,曇った,It was cloudy all day.,一日中曇っていました。,adjective
0551,dangerous,危険な,Swimming here is dangerous.,ここで泳ぐのは危険です。,adjective
0552,deep,深い,The lake is very deep.,その湖はとても深いです。,adjective
0553,elementary,小学校の,She is an elementary school teacher.,彼女は小学校の先生です。,adjective
0554,enjoyable,楽しい,The party was enjoyable for everyone.,そのパーティーはみんなが楽しめました。,adjective
0555,familiar,よく知られた,He is familiar with this area.,彼はこの地域に詳しいです。,adjective
0556,fresh,新鮮な,We bought fresh fish this morning.,今朝新鮮な魚を買いました。,adjective
0557,funny,面白い,The comic was funny.,その漫画は面白かったです。,adjective
0558,human,人間の,Human life is valuable.,人間の命は大切です。,adjective
0559,less,より少ない,There is less water in the bottle now.,今はびんの水が少なくなっています。,adjective
0560,narrow,狭い,The road is narrow here.,ここは道が狭いです。,adjective
0561,perfect,完全な,Nobody is perfect.,完全な人はいません。,adjective
0562,poor,貧しい,The poor family needed help.,その貧しい家族は助けを必要としていました。,adjective
0563,public,公共の,This is a public park.,ここは公共の公園です。,adjective
0564,smart,賢い,The smart student answered quickly.,その賢い生徒はすぐ答えました。,adjective
0565,usual,いつもの,We met at the usual place.,私たちはいつもの場所で会いました。,adjective
0566,wide,広い,The river is very wide.,その川はとても広いです。,adjective
0567,short,短い,He gave a short speech.,彼は短いスピーチをしました。,adjective
0568,sunny,晴れた,It will be sunny tomorrow.,明日は晴れるでしょう。,adjective
0569,alone,一人で,She traveled alone to Kyoto.,彼女は一人で京都へ旅行しました。,adverb
0570,anymore,もはや〜ない,I do not play that game anymore.,私はもうそのゲームをしません。,adverb
0571,else,ほかに,Who else wants to join us?,ほかに誰が参加したいですか。,adverb
0572,finally,ついに,We finally reached the top.,私たちはついに頂上に着きました。,adverb
0573,maybe,たぶん,Maybe it will snow tonight.,たぶん今夜雪が降るでしょう。,adverb
0574,almost,ほとんど,The work is almost finished.,その作業はほとんど終わっています。,adverb
0575,easily,簡単に,She easily solved the puzzle.,彼女は簡単にパズルを解きました。,adverb
0576,either,どちらも〜ない,I don't like either answer.,私はどちらの答えも好きではありません。,adverb
0577,especially,特に,I especially like summer festivals.,私は特に夏祭りが好きです。,adverb
0578,inside,内側に,Please wait inside the building.,建物の内側で待ってください。,adverb
0579,pretty,かなり,The test was pretty easy for me.,そのテストは私にはかなり簡単でした。,adverb
0580,sincerely,心から,I sincerely thanked my teacher.,私は先生に心からお礼を言いました。,adverb
0581,sometimes,ときどき,We sometimes eat dinner outside.,私たちはときどき外で夕食を食べます。,adverb
0582,twice,二度,I visited that zoo twice last year.,去年その動物園を二度訪れました。,adverb
0583,abroad,海外へ,My cousin wants to study abroad.,いとこは海外で勉強したがっています。,adverb
0584,ahead,前方に,Walk ahead and turn right at the corner.,前へ歩いて角を右に曲がってください。,adverb
0585,cheaply,安く,I bought this bag cheaply at the sale.,このかばんをセールで安く買いました。,adverb
0586,luckily,幸運にも,Luckily， we found the lost ticket.,幸運にもなくした切符を見つけました。,adverb
0587,someday,いつか,I want to visit Canada someday.,いつかカナダを訪れたいです。,adverb
0588,straight,まっすぐに,Go straight to the next traffic light.,次の信号までまっすぐ進んでください。,adverb
0589,suddenly,突然,Suddenly， the lights went out.,突然、明かりが消えました。,adverb
0590,along,〜に沿って,We walked along the river after lunch.,昼食後に川沿いを歩きました。,preposition/adverb
0591,beside,〜のそばに,The cat slept beside the window.,猫は窓のそばで寝ていました。,preposition
0592,against,〜に反対して,Our team played against a strong team.,私たちのチームは強いチームと対戦しました。,preposition
0593,behind,〜の後ろに,The ball rolled behind the door.,ボールはドアの後ろへ転がりました。,preposition
0594,without,〜なしで,I cannot read this book without glasses.,眼鏡なしではこの本を読めません。,preposition
0595,anything,何でも,You can ask me anything about the trip.,旅行について何でも聞いてください。,pronoun
0596,both,両方,Both of my brothers like baseball.,私の兄弟は二人とも野球が好きです。,pronoun
0597,something,何か,There is something under the desk.,机の下に何かあります。,pronoun
0598,herself,彼女自身,She made the lunch by herself.,彼女は自分で昼食を作りました。,pronoun
0599,soothing,心を落ち着かせる,The soft music was soothing.,そのやさしい音楽は心を落ち着かせました。,adjective
0600,someone,だれか,Someone left a notebook here.,誰かがここにノートを置きました。,pronoun
0601,attend,出席する,Many students attended the school meeting.,多くの生徒が学校の集会に出席しました。,verb
0602,cancel,取り消す,They canceled the picnic because of rain.,雨のためピクニックは中止されました。,verb
0603,climb,登る,We climbed the hill before sunset.,日没前に丘を登りました。,verb
0604,cut,切る,Please cut the paper into two pieces.,その紙を二つに切ってください。,verb
0605,design,設計する,She designed a poster for the festival.,彼女は祭りのポスターをデザインしました。,verb
0606,hang,掛ける,Hang your coat on the wall.,コートを壁に掛けてください。,verb
0607,knock,ノックする,He knocked on the door three times.,彼はドアを3回ノックしました。,verb
0608,let,〜させる,My father let me use his camera.,父は私にカメラを使わせてくれました。,verb
0609,oversleep,寝過ごす,I overslept and missed breakfast.,寝過ごして朝食を食べそこねました。,verb
0610,prepare,準備する,We prepared lunch for the guests.,私たちはお客さんのために昼食を準備しました。,verb
0611,raise,上げる,Raise your hand before you speak.,話す前に手を上げなさい。,verb
0612,repeat,繰り返す,Please repeat the sentence after me.,私の後にその文を繰り返してください。,verb
0613,rise,昇る,The sun rises early in summer.,夏は太陽が早く昇ります。,verb
0614,seem,〜のように思われる,She seems happy with her new school.,彼女は新しい学校に満足しているようです。,verb
0615,smile,ほほえむ,The baby smiled at his mother.,赤ちゃんは母親にほほえみました。,verb
0616,touch,触れる,Do not touch the hot pan.,熱いフライパンに触らないでください。,verb
0617,wonder,不思議に思う,I wonder why the sky is blue.,なぜ空が青いのか不思議に思います。,verb
0618,act,行動する,The students acted quickly during the drill.,生徒たちは訓練中すばやく行動しました。,verb
0619,add,加える,Add some milk to the soup.,スープに牛乳を少し加えてください。,verb
0620,appear,現れる,A rainbow appeared after the rain.,雨の後で虹が現れました。,verb
0621,arrest,逮捕する,The police arrested the man yesterday.,警察は昨日その男性を逮捕しました。,verb
0622,boil,沸かす,Boil the water before you make tea.,お茶を入れる前に水を沸かしてください。,verb
0623,burn,燃える,The candle burned quietly on the table.,ろうそくは机の上で静かに燃えていました。,verb
0624,cause,引き起こす,Heavy snow caused many train delays.,大雪が多くの電車の遅れを引き起こしました。,verb
0625,cheer,応援する,We cheered for our school team.,私たちは学校のチームを応援しました。,verb
0626,communicate,伝え合う,People communicate by using words.,人々は言葉を使って伝え合います。,verb
0627,control,制御する,The driver controlled the car carefully.,運転手は車を注意深く操作しました。,verb
0628,decorate,飾る,We decorated the classroom with flowers.,私たちは教室を花で飾りました。,verb
0629,direct,指示する,The teacher directed us to the hall.,先生は私たちをホールへ案内しました。,verb
0630,disappear,消える,The moon disappeared behind the clouds.,月は雲の後ろに消えました。,verb
0631,discover,発見する,The children discovered a small cave.,子どもたちは小さな洞窟を発見しました。,verb
0632,escape,逃げる,The bird escaped from the cage.,鳥は鳥かごから逃げました。,verb
0633,explain,説明する,Can you explain this rule to me?,この規則を私に説明してくれますか。,verb
0634,express,表現する,He expressed his idea with a picture.,彼は絵で自分の考えを表しました。,verb
0635,fail,失敗する,I failed to catch the last bus.,最終バスに乗ることができませんでした。,verb
0636,feed,食べ物を与える,Please feed the dog before dinner.,夕食前に犬にえさをあげてください。,verb
0637,fix,修理する,My uncle fixed my broken bike.,おじが壊れた自転車を修理してくれました。,verb
0638,fold,折り畳む,Fold the paper in half.,紙を半分に折ってください。,verb
0639,greet,あいさつする,The students greeted the visitors politely.,生徒たちは訪問者に礼儀正しくあいさつしました。,verb
0640,hide,隠す,The child hid behind the sofa.,その子はソファの後ろに隠れました。,verb
0641,hike,ハイキングする,We hiked in the mountains last weekend.,先週末に山でハイキングをしました。,verb
0642,hunt,狩る,Some animals hunt at night.,夜に狩りをする動物もいます。,verb
0643,impress,感動させる,Her piano music impressed everyone.,彼女のピアノ演奏はみんなを感動させました。,verb
0644,injure,けがをさせる,He injured his arm during practice.,彼は練習中に腕をけがしました。,verb
0645,interview,面接する,The reporter interviewed the soccer player.,記者はそのサッカー選手にインタビューしました。,verb
0646,judge,判断する,Do not judge people by their clothes.,服だけで人を判断してはいけません。,verb
0647,laugh,笑う,Everyone laughed at the funny story.,みんながその面白い話に笑いました。,verb
0648,lay,横たえる,She laid the baby on the bed.,彼女は赤ちゃんをベッドに寝かせました。,verb
0649,lead,導く,The guide led us through the museum.,ガイドが私たちを博物館の中へ案内しました。,verb
0650,marry,結婚する,My sister married her classmate last year.,姉は去年同級生と結婚しました。,verb
0651,mix,混ぜる,Mix the eggs and milk in a bowl.,ボウルで卵と牛乳を混ぜてください。,verb
0652,offer,申し出る,He offered to carry my heavy bag.,彼は私の重いかばんを持とうと申し出ました。,verb
0653,produce,生産する,This farm produces fresh vegetables.,この農場は新鮮な野菜を生産しています。,verb
0654,pull,引く,Pull the door to open it.,ドアを開けるには引いてください。,verb
0655,realize,理解する,I realized my mistake after the test.,テストの後で自分の間違いに気づきました。,verb
0656,record,記録する,We recorded the weather every morning.,私たちは毎朝天気を記録しました。,verb
0657,recycle,リサイクルする,Our class recycles paper every week.,私たちのクラスは毎週紙をリサイクルします。,verb
0658,shine,輝く,The stars shone brightly at night.,夜に星が明るく輝きました。,verb
0659,shock,衝撃を与える,The news shocked everyone in the room.,その知らせは部屋のみんなを驚かせました。,verb
0660,shoot,撃つ,The player shot the ball into the goal.,その選手はボールをゴールに蹴り込みました。,verb
0661,smoke,煙を出す,The old train smoked as it moved.,古い電車は動きながら煙を出しました。,verb
0662,solve,解決する,We solved the puzzle together.,私たちは一緒にパズルを解きました。,verb
0663,spell,つづる,Can you spell your name in English?,あなたの名前を英語でつづれますか。,verb
0664,support,支援する,My friends supported me during the contest.,友達はコンテスト中に私を支えてくれました。,verb
0665,survive,生き残る,The small plant survived the cold winter.,その小さな植物は寒い冬を生き延びました。,verb
0666,waste,無駄にする,Do not waste food at lunch.,昼食で食べ物を無駄にしてはいけません。,verb
0667,wish,願う,I wish you good luck on the test.,テストでの幸運を祈っています。,verb
0668,activity,活動,Club activity starts after school.,クラブ活動は放課後に始まります。,noun
0669,address,住所,Please write your address here.,ここに住所を書いてください。,noun
0670,adult,大人,An adult helped the lost child.,大人が迷子の子を助けました。,noun
0671,age,年齢,What is the age of your dog?,あなたの犬は何歳ですか。,noun
0672,apartment,アパート,They live in a small apartment.,彼らは小さなアパートに住んでいます。,noun
0673,aquarium,水族館,We saw many fish at the aquarium.,水族館でたくさんの魚を見ました。,noun
0674,arm,腕,My arm hurt after tennis practice.,テニスの練習後に腕が痛くなりました。,noun
0675,basket,かご,She put apples in the basket.,彼女はかごにリンゴを入れました。,noun
0676,battle,戦い,The battle in the story was long.,物語の中の戦いは長かったです。,noun
0677,block,区画,Our house is on the next block.,私たちの家は次の区画にあります。,noun
0678,body,体,Exercise is good for your body.,運動は体に良いです。,noun
0679,business,仕事,My father is away on business today.,父は今日仕事で出かけています。,noun
0680,button,ボタン,Press this button to start the game.,ゲームを始めるにはこのボタンを押してください。,noun
0681,ceiling,天井,There is a light on the ceiling.,天井に明かりがあります。,noun
0682,centimeter,センチメートル,The ruler is thirty centimeters long.,その定規は30センチメートルあります。,noun
