question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
SET03-Q18,SET03,18,阅读理解,reading_comprehension,SET03-P01,When can Kevin come to the station?,本文の内容に合う答えを選びなさい：いつ can Kevin come to the station?,Next winter.,Before breakfast.,After school.,At midnight.,Next winter.,Before breakfast.,After school.,At midnight.,C,After school.,After school.,本文の内容に合う答えは「After school.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = After school.（After school.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q19,SET03,19,阅读理解,reading_comprehension,SET03-P02,What kind of shop does Anna’s uncle own?,本文の内容に合う答えを選びなさい：何 kind of shop does Anna’s uncle own?,A shoe shop.,A flower shop.,A coffee shop.,A bookshop.,A shoe shop.,A flower shop.,A coffee shop.,A bookshop.,B,A flower shop.,A flower shop.,本文の内容に合う答えは「A flower shop.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A flower shop.（A flower shop.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q20,SET03,20,阅读理解,reading_comprehension,SET03-P02,Why is her uncle busy?,本文の内容に合う答えを選びなさい：なぜ is her uncle busy?,He lost his cards.,The hospital is closed.,He is moving to another city.,Mother’s Day is coming.,He lost his cards.,The hospital is closed.,He is moving to another city.,Mother’s Day is coming.,D,Mother’s Day is coming.,Mother’s Day is coming.,本文の内容に合う答えは「Mother’s Day is coming.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Mother’s Day is coming.（Mother’s Day is coming.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q21,SET03,21,阅读理解,reading_comprehension,SET03-P02,What will Anna write?,本文の内容に合う答えを選びなさい：何 will Anna write?,A letter to a doctor.,A newspaper article.,A school report.,Short cards for customers.,A letter to a doctor.,A newspaper article.,A school report.,Short cards for customers.,D,Short cards for customers.,Short cards for customers.,本文の内容に合う答えは「Short cards for customers.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Short cards for customers.（Short cards for customers.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q22,SET03,22,阅读理解,reading_comprehension,SET03-P03,Why did the hospital introduce the robot?,本文の内容に合う答えを選びなさい：なぜ did the hospital introduce the robot?,Patients disliked elevators.,The building was too small.,Doctors wanted a toy.,Visitors had trouble finding rooms.,Patients disliked elevators.,The building was too small.,Doctors wanted a toy.,Visitors had trouble finding rooms.,D,Visitors had trouble finding rooms.,Visitors had trouble finding rooms.,本文の内容に合う答えは「Visitors had trouble finding rooms.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Visitors had trouble finding rooms.（Visitors had trouble finding rooms.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q23,SET03,23,阅读理解,reading_comprehension,SET03-P03,What can the robot understand?,本文の内容に合う答えを選びなさい：何 can the robot understand?,Animal sounds.,Foreign movies.,Long novels.,Simple questions.,Animal sounds.,Foreign movies.,Long novels.,Simple questions.,D,Simple questions.,Simple questions.,本文の内容に合う答えは「Simple questions.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Simple questions.（Simple questions.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q24,SET03,24,阅读理解,reading_comprehension,SET03-P03,Why do nurses say the robot is helpful?,本文の内容に合う答えを選びなさい：なぜ do nurses say the robot is helpful?,It writes music.,It repairs hospital beds.,They can focus more on patients.,It cooks lunch for them.,It writes music.,It repairs hospital beds.,They can focus more on patients.,It cooks lunch for them.,C,They can focus more on patients.,They can focus more on patients.,本文の内容に合う答えは「They can focus more on patients.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = They can focus more on patients.（They can focus more on patients.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q25,SET03,25,阅读理解,reading_comprehension,SET03-P04,What do students collect?,本文の内容に合う答えを選びなさい：何 do students collect?,Old newspapers.,Snowballs.,Rainwater.,Sea shells.,Old newspapers.,Snowballs.,Rainwater.,Sea shells.,C,Rainwater.,Rainwater.,本文の内容に合う答えは「Rainwater.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Rainwater.（Rainwater.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q26,SET03,26,阅读理解,reading_comprehension,SET03-P04,What do they use it for?,本文の内容に合う答えを選びなさい：何 do they use it for?,Cooking lunch.,Flowers and vegetables.,Washing computers.,Cleaning buses.,Cooking lunch.,Flowers and vegetables.,Washing computers.,Cleaning buses.,B,Flowers and vegetables.,Flowers and vegetables.,本文の内容に合う答えは「Flowers and vegetables.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Flowers and vegetables.（Flowers and vegetables.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q27,SET03,27,阅读理解,reading_comprehension,SET03-P04,What do students learn?,本文の内容に合う答えを選びなさい：何 do students learn?,Gardens are always expensive.,Natural resources should be used carefully.,Weather never changes.,Plants can grow without water.,Gardens are always expensive.,Natural resources should be used carefully.,Weather never changes.,Plants can grow without water.,B,Natural resources should be used carefully.,Natural resources should be used carefully.,本文の内容に合う答えは「Natural resources should be used carefully.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Natural resources should be used carefully.（Natural resources should be used carefully.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q28,SET03,28,阅读理解,reading_comprehension,SET03-P05,When did the library hold the challenge?,本文の内容に合う答えを選びなさい：いつ did the library hold the challenge?,Before breakfast.,Every Monday morning.,During the winter festival.,During summer vacation.,Before breakfast.,Every Monday morning.,During the winter festival.,During summer vacation.,D,During summer vacation.,During summer vacation.,本文の内容に合う答えは「During summer vacation.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = During summer vacation.（During summer vacation.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q29,SET03,29,阅读理解,reading_comprehension,SET03-P05,What did children get after finishing each book?,本文の内容に合う答えを選びなさい：何 did children get after finishing each book?,A free lunch.,A stamp.,A bus ticket.,A toy car.,A free lunch.,A stamp.,A bus ticket.,A toy car.,B,A stamp.,A stamp.,本文の内容に合う答えは「A stamp.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A stamp.（A stamp.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET03-Q30,SET03,30,阅读理解,reading_comprehension,SET03-P05,What did children receive after reading ten books?,本文の内容に合う答えを選びなさい：何 did children receive after reading ten books?,A soccer ball.,A new bicycle.,A library computer.,A small notebook.,A soccer ball.,A new bicycle.,A library computer.,A small notebook.,D,A small notebook.,A small notebook.,本文の内容に合う答えは「A small notebook.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A small notebook.（A small notebook.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q01,SET04,1,短句填空,sentence_fill,,The train was delayed because of heavy snow. Many passengers had to (____) at the station for an hour.,The train was delayed because of heavy snow. Many passengers had to （　） at the station for an hour.,paint,hide,push,wait,paint,hide,push,wait,D,wait,wait,文脈から「wait」が最も自然です。意味は「wait」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"wait = wait
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,wait,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q02,SET04,2,短句填空,sentence_fill,,"A: This math problem is too hard.
B: Don’t worry. I’ll (____) it to you step by step.","A: This math problem is too hard.
B: Don’t worry. I’ll （　） it to you step by step.",invite,deliver,explain,guess,invite,配達する,explain,guess,C,explain,explain,文脈から「explain」が最も自然です。意味は「explain」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"explain = explain
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,explain,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q03,SET04,3,短句填空,sentence_fill,,"The new supermarket is very (____). It sells food, clothes, and even school supplies.","The new supermarket is very （　）. It sells food, clothes, and even school supplies.",silent,narrow,ancient,convenient,silent,狭い,ancient,convenient,D,convenient,convenient,文脈から「convenient」が最も自然です。意味は「convenient」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"convenient = convenient
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,convenient,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q04,SET04,4,短句填空,sentence_fill,,Aya practiced the piano every day and finally won first (____) in the contest.,Aya practiced the piano every day and finally won first （　） in the contest.,noise,prize,habit,reason,noise,賞,habit,reason,B,prize,賞,文脈から「prize」が最も自然です。意味は「賞」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"prize = 賞
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,noun,vocabulary,prize,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q05,SET04,5,短句填空,sentence_fill,,"My brother is too young to cook by himself, so an adult must (____) him in the kitchen.",弟は一人で料理するには幼すぎるので、大人が台所で彼を（　）必要があります。,fold,miss,watch,print,折る,逃す／恋しく思う,見守る,印刷する,C,watch,見守る,文脈から「watch」が最も自然です。意味は「見守る」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"watch = 見守る
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,watch,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q06,SET04,6,短句填空,sentence_fill,,The museum guide spoke slowly so that everyone could (____) her explanation.,博物館の案内係は、みんなが説明を（　）できるようにゆっくり話しました。,borrow,understand,damage,return,借りる,理解する,損害を与える,返す,B,understand,理解する,文脈から「understand」が最も自然です。意味は「理解する」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"understand = 理解する
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,understand,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q07,SET04,7,短句填空,sentence_fill,,"The box was too (____) for one person to carry, so two students lifted it together.",その箱は一人で運ぶには（　）すぎたので、二人の生徒が一緒に持ち上げました。,straight,bright,heavy,kind,まっすぐな,明るい,重い,親切な,C,heavy,重い,文脈から「heavy」が最も自然です。意味は「重い」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"heavy = 重い
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,heavy,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q08,SET04,8,短句填空,sentence_fill,,"After running three kilometers, Taro felt very (____) and drank a bottle of water.",3キロ走ったあと、太郎はとても（　）感じ、水を一本飲みました。,famous,plastic,thirsty,daily,有名な,プラスチックの,のどが渇いた,毎日の,C,thirsty,のどが渇いた,文脈から「thirsty」が最も自然です。意味は「のどが渇いた」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"thirsty = のどが渇いた
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,thirsty,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q09,SET04,9,短句填空,sentence_fill,,"The school will (____) a science event next Friday, and many parents will come.",学校は来週金曜日に理科イベントを（　）予定で、多くの保護者が来ます。,hold,drop,catch,forget,開催する／持つ,落とす,捕まえる,忘れる,A,hold,開催する／持つ,文脈から「hold」が最も自然です。意味は「開催する／持つ」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"hold = 開催する／持つ
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,hold,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q10,SET04,10,短句填空,sentence_fill,,"A: I’m sorry I broke your ruler.
B: That’s OK. It was an old one, and I can (____) another one.","A：あなたの定規を壊してごめんなさい。
B：大丈夫。古いものだったし、別のものを（　）ことができます。",solve,climb,buy,wake,解決する,登る,買う,起こす,C,buy,買う,文脈から「buy」が最も自然です。意味は「買う」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"buy = 買う
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,buy,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q11,SET04,11,对话完成,dialogue_completion,,"A: Welcome to Lake View Hotel. How may I help you?
B: I’d like to check in. My name is Tanaka.
A: Let me see. Yes, we have your reservation.
B: (____)","次の会話を完成させなさい。
A： Welcome to Lake View Hotel. How may I help you?
B： I’d like to check in. My name is Tanaka.
A： Let me see. Yes, we have your reservation.
B： （　）",I don’t have any homework.,Great. Could you tell me where the elevator is?,My dog likes the park.,I bought it yesterday.,I don’t have any homework.,Great. Could you tell me where the elevator is?,My dog likes the park.,I bought it yesterday.,B,Great. Could you tell me where the elevator is?,Great. Could you tell me where the elevator is?,会話の流れに合う返事は「Great. Could you tell me where the elevator is?」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Great. Could you tell me where the elevator is?（Great. Could you tell me where the elevator is?）",EIKEN_Pre2,hotel,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q12,SET04,12,对话完成,dialogue_completion,,"A: You look tired, Ben.
B: I stayed up late finishing my science project.
A: Is it due today?
B: (____)","次の会話を完成させなさい。
A： You look tired, Ben.
B： I stayed up late finishing my science project.
A： Is it due today?
B： （　）","No, I never study science.",It was sunny yesterday.,"Yes, I have to hand it in this morning.",I like sandwiches.,いいえ、私は理科を勉強しません。,昨日は晴れていました。,はい、今朝提出しなければなりません。,私はサンドイッチが好きです。,C,"Yes, I have to hand it in this morning.",はい、今朝提出しなければなりません。,"会話の流れに合う返事は「Yes, I have to hand it in this morning.」です。前の発言をよく読むと、自然につながる内容を選べます。","会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Yes, I have to hand it in this morning.（はい、今朝提出しなければなりません。）",EIKEN_Pre2,school,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q13,SET04,13,对话完成,dialogue_completion,,"A: This jacket is nice, but it’s too small.
B: Would you like to try a larger size?
A: Yes, please.
B: (____)","次の会話を完成させなさい。
A： This jacket is nice, but it’s too small.
B： Would you like to try a larger size?
A： Yes, please.
B： （　）",The library is closed today.,I finished reading it.,I’ll bring one from the back.,You should ride the bus.,図書館は今日は閉まっています。,それを読み終えました。,奥から一つ持ってきます。,バスに乗るべきです。,C,I’ll bring one from the back.,奥から一つ持ってきます。,会話の流れに合う返事は「I’ll bring one from the back.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = I’ll bring one from the back.（奥から一つ持ってきます。）",EIKEN_Pre2,shopping,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q14,SET04,14,对话完成,dialogue_completion,,"A: Dad, may I use the computer?
B: Did you finish your homework first?
A: Yes, I finished it a few minutes ago.
B: (____)","次の会話を完成させなさい。
A： Dad, may I use the computer?
B： Did you finish your homework first?
A： Yes, I finished it a few minutes ago.
B： （　）","No, we need more milk.",The train was late.,All right. You can use it for thirty minutes.,I like your new shoes.,いいえ、もっと牛乳が必要です。,電車が遅れました。,いいですよ。30分使ってよいです。,あなたの新しい靴が好きです。,C,All right. You can use it for thirty minutes.,いいですよ。30分使ってよいです。,会話の流れに合う返事は「All right. You can use it for thirty minutes.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = All right. You can use it for thirty minutes.（いいですよ。30分使ってよいです。）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q15,SET04,15,对话完成,dialogue_completion,,"A: I’m looking for a book about space.
B: Children’s books or adult books?
A: Children’s books, please.
B: (____)","次の会話を完成させなさい。
A： I’m looking for a book about space.
B： Children’s books or adult books?
A： Children’s books, please.
B： （　）",My brother plays tennis.,The bus leaves at noon.,They are on the second shelf near the window.,I will take the blue one.,私の兄はテニスをします。,バスは正午に出発します。,窓の近くの2番目の棚にあります。,青いものにします。,C,They are on the second shelf near the window.,窓の近くの2番目の棚にあります。,会話の流れに合う返事は「They are on the second shelf near the window.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = They are on the second shelf near the window.（窓の近くの2番目の棚にあります。）",EIKEN_Pre2,library,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q16,SET04,16,阅读理解,reading_comprehension,SET04-P01,Who is the party for?,本文の内容に合う答えを選びなさい：誰 is the party for?,Yuki.,The principal.,Daniel’s brother.,Ms. Carter.,Yuki.,The principal.,Daniel’s brother.,Ms. Carter.,D,Ms. Carter.,Ms. Carter.,本文の内容に合う答えは「Ms. Carter.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Ms. Carter.（Ms. Carter.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q17,SET04,17,阅读理解,reading_comprehension,SET04-P01,Why do the students want to thank her?,本文の内容に合う答えを選びなさい：なぜ do the students want to thank her?,She cleaned the park.,She bought them bicycles.,She won a cooking contest.,She has helped their class a lot.,She cleaned the park.,She bought them bicycles.,She won a cooking contest.,She has helped their class a lot.,D,She has helped their class a lot.,She has helped their class a lot.,本文の内容に合う答えは「She has helped their class a lot.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = She has helped their class a lot.（She has helped their class a lot.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q18,SET04,18,阅读理解,reading_comprehension,SET04-P01,What should Yuki bring?,本文の内容に合う答えを選びなさい：何 should Yuki bring?,A birthday cake.,One photo from a class event.,A music player.,A library book.,A birthday cake.,One photo from a class event.,A music player.,A library book.,B,One photo from a class event.,One photo from a class event.,本文の内容に合う答えは「One photo from a class event.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = One photo from a class event.（One photo from a class event.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q19,SET04,19,阅读理解,reading_comprehension,SET04-P02,Where will the field trip be?,本文の内容に合う答えを選びなさい：どこ will the field trip be?,Green Park Stadium.,The city museum.,Blue River Park.,The school gym.,Green Park Stadium.,The city museum.,Blue River Park.,The school gym.,C,Blue River Park.,Blue River Park.,本文の内容に合う答えは「Blue River Park.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Blue River Park.（Blue River Park.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q20,SET04,20,阅读理解,reading_comprehension,SET04-P02,What may the weather be like?,本文の内容に合う答えを選びなさい：何 may the weather be like?,Very hot.,Foggy.,Snowy.,Windy.,Very hot.,Foggy.,Snowy.,Windy.,D,Windy.,Windy.,本文の内容に合う答えは「Windy.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Windy.（Windy.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q21,SET04,21,阅读理解,reading_comprehension,SET04-P02,What will happen if it rains heavily?,本文の内容に合う答えを選びなさい：何 will happen if it rains heavily?,The park will open earlier.,Students will go home at once.,Lunch will be free.,Teachers will make an announcement.,The park will open earlier.,Students will go home at once.,Lunch will be free.,Teachers will make an announcement.,D,Teachers will make an announcement.,Teachers will make an announcement.,本文の内容に合う答えは「Teachers will make an announcement.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Teachers will make an announcement.（Teachers will make an announcement.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q22,SET04,22,阅读理解,reading_comprehension,SET04-P03,Who gives free concerts?,本文の内容に合う答えを選びなさい：誰 gives free concerts?,Bus drivers.,Restaurant owners.,University students.,Elementary school teachers.,Bus drivers.,Restaurant owners.,University students.,Elementary school teachers.,C,University students.,University students.,本文の内容に合う答えは「University students.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = University students.（University students.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q23,SET04,23,阅读理解,reading_comprehension,SET04-P03,Where do people usually sit?,本文の内容に合う答えを選びなさい：どこ do people usually sit?,At school desks.,On the grass.,Inside a train.,In a swimming pool.,At school desks.,On the grass.,Inside a train.,In a swimming pool.,B,On the grass.,On the grass.,本文の内容に合う答えは「On the grass.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = On the grass.（On the grass.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q24,SET04,24,阅读理解,reading_comprehension,SET04-P03,Why will students prepare the hall?,本文の内容に合う答えを選びなさい：なぜ will students prepare the hall?,In case of bad weather.,To sell more blankets.,Because the park is closed forever.,To practice cooking.,In case of bad weather.,To sell more blankets.,Because the park is closed forever.,To practice cooking.,A,In case of bad weather.,In case of bad weather.,本文の内容に合う答えは「In case of bad weather.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = In case of bad weather.（In case of bad weather.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q25,SET04,25,阅读理解,reading_comprehension,SET04-P04,Where was the lesson held?,本文の内容に合う答えを選びなさい：どこ was the lesson held?,At the school playground.,At the train station.,Inside a museum.,On a mountain path.,At the school playground.,At the train station.,Inside a museum.,On a mountain path.,A,At the school playground.,At the school playground.,本文の内容に合う答えは「At the school playground.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = At the school playground.（At the school playground.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q26,SET04,26,阅读理解,reading_comprehension,SET04-P04,What did children learn to check?,本文の内容に合う答えを選びなさい：何 did children learn to check?,Library cards.,Brakes.,Weather reports.,English spelling.,Library cards.,Brakes.,Weather reports.,English spelling.,B,Brakes.,Brakes.,本文の内容に合う答えは「Brakes.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Brakes.（Brakes.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q27,SET04,27,阅读理解,reading_comprehension,SET04-P04,What did each child receive?,本文の内容に合う答えを選びなさい：何 did each child receive?,A large map.,A lunch ticket.,A small safety card.,A new bicycle.,A large map.,A lunch ticket.,A small safety card.,A new bicycle.,C,A small safety card.,A small safety card.,本文の内容に合う答えは「A small safety card.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A small safety card.（A small safety card.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q28,SET04,28,阅读理解,reading_comprehension,SET04-P05,What did Hiro and his classmates make?,本文の内容に合う答えを選びなさい：何 did Hiro and his classmates make?,A school uniform.,A cooking video.,A guidebook in English.,A train model.,A school uniform.,A cooking video.,A guidebook in English.,A train model.,C,A guidebook in English.,A guidebook in English.,本文の内容に合う答えは「A guidebook in English.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A guidebook in English.（A guidebook in English.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET04-Q29,SET04,29,阅读理解,reading_comprehension,SET04-P05,What did they add to it?,本文の内容に合う答えを選びなさい：何 did they add to it?,Pictures of food only.,Math tests.,Short explanations and maps.,Songs and jokes.,Pictures of food only.,Math tests.,Short explanations and maps.,Songs and jokes.,C,Short explanations and maps.,Short explanations and maps.,本文の内容に合う答えは「Short explanations and maps.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Short explanations and maps.（Short explanations and maps.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
