question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
G3SET02-Q30,G3SET02,30,長文の内容一致選択,reading_comprehension,G3SET02-P03,What is this story about?,,A new way to cook vegetables.,A special way to grow vegetables.,Three farmers who were sisters.,Three women who started a food company.,野菜を料理する新しい方法。,野菜を育てる特別な方法。,姉妹である3人の農家。,食品会社を始めた3人の女性。,B,A special way to grow vegetables.,野菜を育てる特別な方法,文全体で、寒い場所での特別な野菜の育て方について説明しています。,grow vegetables = 野菜を育てる。,EIKEN_Grade3,reading,main_idea,grow vegetables,Original item modeled on EIKEN Grade 3 format; not copied from past exam questions.
G3SET03-Q01,G3SET03,1,短文の語句空所補充,sentence_fill,,Please wait here for (  ) minutes. The doctor will see you soon.,,a few,a glass of,a pair of,a slice of,2、3の,コップ1杯の,1組の,1切れの,A,a few,2、3の,「数分待ってください」という意味なので a few minutes が自然です。,a few = 2、3の〜,EIKEN_Grade3,vocabulary,phrase_choice,a few,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q02,G3SET03,2,短文の語句空所補充,sentence_fill,,This bag is (  ) heavy for me. Can you help me carry it?,,a lot of,a little too,after school,as usual,多くの,少し〜すぎる,放課後に,いつものように,B,a little too,少し〜すぎる,「私には少し重すぎる」と言う文なので a little too heavy です。,a little too = 少し〜すぎる,EIKEN_Grade3,vocabulary,phrase_choice,a little too,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q03,G3SET03,3,短文の語句空所補充,sentence_fill,,My father is (  ) cooking. He makes dinner every Sunday.,,be good at,be worried about,be late for,be full of,〜が得意である,〜を心配している,〜に遅れる,〜でいっぱいである,A,be good at,〜が得意である,料理が得意という意味なので be good at cooking が正解です。,be good at = 〜が得意である,EIKEN_Grade3,vocabulary,phrase_choice,be good at,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q04,G3SET03,4,短文の語句空所補充,sentence_fill,,A: Where is the post office? B: It is (  ) the bank and the supermarket.,,between,during,without,before,〜の間に,〜の間,〜なしで,〜の前に,A,between,〜の間に,銀行とスーパーの間にある、という意味なので between A and B です。,between A and B = AとBの間に,EIKEN_Grade3,vocabulary,phrase_choice,between A and B,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q05,G3SET03,5,短文の語句空所補充,sentence_fill,,"Ken was sick yesterday, so he was (  ) school.",,absent from,famous for,ready to,different from,〜を休んでいる,〜で有名な,〜する準備ができた,〜と違う,A,absent from,〜を休んでいる,病気で学校を休んだ文なので be absent from school が正解です。,be absent from = 〜を休んでいる,EIKEN_Grade3,vocabulary,phrase_choice,be absent from,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q06,G3SET03,6,短文の語句空所補充,sentence_fill,,My dream finally (  ). I won first prize in the contest.,,came true,came home,fell down,got off,実現した,帰宅した,転んだ,降りた,A,came true,実現した,夢が実現した、という意味なので come true を過去形にします。,come true = 実現する,EIKEN_Grade3,vocabulary,phrase_choice,come true,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q07,G3SET03,7,短文の語句空所補充,sentence_fill,,"I could not (  ) the answer, so I asked my teacher.",,find out,clean up,get on,go back,見つけ出す,片づける,乗る,戻る,A,find out,見つけ出す,答えを見つける・知るという意味なので find out が正解です。,find out = 見つけ出す；知る,EIKEN_Grade3,vocabulary,phrase_choice,find out,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q08,G3SET03,8,短文の語句空所補充,sentence_fill,,We should help (  ) when someone has a problem.,,each other,at first,by oneself,anything else,お互い,最初は,ひとりで,ほかに何か,A,each other,お互い,困った時はお互い助け合う、という意味なので each other です。,each other = お互い,EIKEN_Grade3,vocabulary,phrase_choice,each other,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q09,G3SET03,9,短文の語句空所補充,sentence_fill,,Tom did his best and (  ) on the English test.,,got a good grade,got hungry,got dark,got home,よい成績をとった,お腹がすいた,暗くなった,帰宅した,A,got a good grade,よい成績をとった,テストでよい成績をとった、という意味です。,get a good grade = よい成績をとる,EIKEN_Grade3,vocabulary,phrase_choice,get a good grade,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q10,G3SET03,10,短文の語句空所補充,sentence_fill,,"It started to rain, but (  ) we arrived at the station.",,at last,all over the world,after school,a sheet of,ついに,世界中で,放課後に,1枚の,A,at last,ついに,雨が降り始めたが、ついに駅に着いたという流れです。,at last = ついに,EIKEN_Grade3,vocabulary,phrase_choice,at last,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q11,G3SET03,11,短文の語句空所補充,sentence_fill,,My teacher asked me (  ) the window because the room was hot.,,to open,opening,opened,openly,開けるように,開けている,開けた,率直に,A,to open,開けるように,ask A to do「Aに〜するよう頼む」の形です。,ask A to do = Aに〜するよう頼む,EIKEN_Grade3,grammar,infinitive,ask A to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q12,G3SET03,12,短文の語句空所補充,sentence_fill,,This park is (  ) beautiful flowers in spring.,,covered with,late for,proud of,able to,〜でおおわれている,〜に遅れる,〜を誇りに思う,〜できる,A,covered with,〜でおおわれている,春には花でおおわれている、という意味なので covered with です。,be covered with = 〜でおおわれている,EIKEN_Grade3,vocabulary,phrase_choice,be covered with,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q13,G3SET03,13,短文の語句空所補充,sentence_fill,,A: Are you ready (  ) the test? B: Yes. I studied a lot last night.,,for,from,over,with,〜のために,〜から,〜の上に,〜と一緒に,A,for,〜の準備ができている,be ready for the test「テストの準備ができている」。,be ready for = 〜の準備ができている,EIKEN_Grade3,grammar,preposition,be ready for,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q14,G3SET03,14,短文の語句空所補充,sentence_fill,,I enjoy (  ) books before I go to bed.,,reading,read,to read,reads,読むこと,読む,読むために,読む,A,reading,読むこと,enjoy の後ろは動名詞 reading を使います。,enjoy doing = 〜して楽しむ,EIKEN_Grade3,grammar,gerund,enjoy doing,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q15,G3SET03,15,短文の語句空所補充,sentence_fill,,Please call me as soon as you (  ) home.,,get,got,getting,will get,着く,着いた,着いている,着くだろう,A,get,着く,as soon as の副詞節では未来のことでも現在形を使います。,as soon as A can / as soon as = 〜するとすぐに,EIKEN_Grade3,grammar,tense,as soon as A can / as soon as,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q16,G3SET03,16,会話文の文選択,dialogue_completion,,"A: I lost my train ticket.
B: Oh, no. Are you (  )?
A: Yes. I don’t know what to do.",,in trouble,at school,a lot,after a while,困っている,学校で,たいへん,しばらくして,A,in trouble,困っている,切符をなくして困っている場面なので in trouble が自然です。,be in trouble = 困っている,EIKEN_Grade3,conversation,context,be in trouble,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q17,G3SET03,17,会話文の文選択,dialogue_completion,,"A: Can you help me with this box?
B: Sure. I’ll do it (  ).
A: Thank you.",,as soon as I can,all over the world,for example,at the end of class,できるだけ早く,世界中で,例えば,授業の終わりに,A,as soon as I can,できるだけ早く,手伝いを頼まれ、できるだけ早くやるという返答です。,as soon as I can = できるだけ早く,EIKEN_Grade3,conversation,context,as soon as I can,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q18,G3SET03,18,会話文の文選択,dialogue_completion,,"A: Your room is very messy.
B: Sorry, Mom. I’ll (  ) it now.
A: Good.",,clean up,exchange,arrive at,fall down,片づける,交換する,到着する,転ぶ,A,clean up,片づける,部屋が散らかっているので clean up が合います。,clean up = 片づける,EIKEN_Grade3,conversation,context,clean up,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q19,G3SET03,19,会話文の文選択,dialogue_completion,,"A: Is this your first time in Japan?
B: Yes. I came here (  ).
A: I hope you enjoy your trip.",,for the first time,from Monday to Thursday,as usual,a piece of cake,初めて,月曜から木曜まで,いつものように,1切れのケーキ,A,for the first time,初めて,初めて日本に来た、という意味です。,for the first time = 初めて,EIKEN_Grade3,conversation,context,for the first time,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q20,G3SET03,20,会話文の文選択,dialogue_completion,,"A: Do you want some tea?
B: Yes, please. And may I have (  ) sugar?
A: Of course.",,a little,a pair of,at last,both of,少し,1組の,ついに,両方,A,a little,少し,紅茶に少し砂糖がほしい、という自然な会話です。,a little = 少し,EIKEN_Grade3,conversation,context,a little,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q21,G3SET03,21,長文の内容一致選択,reading_comprehension,G3SET03-P01,What should students bring if they want to join the reading challenge?,,A library card,A lunch box,A camera,A soccer ball,図書館カード,弁当箱,カメラ,サッカーボール,A,A library card,図書館カード,お知らせには、参加したい生徒は図書館カードを持ってくるように書かれています。,bring = 持ってくる,EIKEN_Grade3,reading,detail,bring,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q22,G3SET03,22,長文の内容一致選択,reading_comprehension,G3SET03-P01,What will students get if they read five books?,,A free notebook,A new bike,A ticket to a movie,A cooking lesson,無料のノート,新しい自転車,映画のチケット,料理教室,A,A free notebook,無料のノート,5冊読んだ生徒には無料のノートがもらえるとあります。,free = 無料の,EIKEN_Grade3,reading,detail,free,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q23,G3SET03,23,長文の内容一致選択,reading_comprehension,G3SET03-P02,Why did Anna send this e-mail to Ken?,,To invite him to a camping trip,To ask him to buy a camera,To tell him about a test,To say she lost her bag,キャンプに誘うため,カメラを買うよう頼むため,テストについて伝えるため,バッグをなくしたと言うため,A,To invite him to a camping trip,キャンプに誘うため,Anna は週末のキャンプに Ken を誘っています。,invite = 招待する,EIKEN_Grade3,reading,purpose,invite,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q24,G3SET03,24,長文の内容一致選択,reading_comprehension,G3SET03-P02,What does Anna ask Ken to bring?,,A warm jacket,A birthday cake,A dictionary,A tennis racket,暖かい上着,誕生日ケーキ,辞書,テニスラケット,A,A warm jacket,暖かい上着,夜は寒くなるので暖かい上着を持ってくるように言っています。,bring = 持ってくる,EIKEN_Grade3,reading,detail,bring,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q25,G3SET03,25,長文の内容一致選択,reading_comprehension,G3SET03-P02,When will Anna and her friends come back home?,,On Sunday afternoon,On Friday morning,On Monday night,On Saturday evening,日曜日の午後,金曜日の朝,月曜日の夜,土曜日の夕方,A,On Sunday afternoon,日曜日の午後,メールには日曜日の午後に帰ってくるとあります。,come back = 戻る,EIKEN_Grade3,reading,detail,come back,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q26,G3SET03,26,長文の内容一致選択,reading_comprehension,G3SET03-P03,What did Mika find in her grandfather’s room?,,An old camera,A new computer,A blue bicycle,A cooking book,古いカメラ,新しいコンピューター,青い自転車,料理の本,A,An old camera,古いカメラ,物語の始めに、Mika は祖父の部屋で古いカメラを見つけます。,find = 見つける,EIKEN_Grade3,reading,detail,find,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q27,G3SET03,27,長文の内容一致選択,reading_comprehension,G3SET03-P03,Why was Mika interested in the camera?,,Her grandfather used it when he was young,It was covered with gold,It could play music,Her teacher gave it to her,祖父が若い頃に使っていたから,金でおおわれていたから,音楽を再生できたから,先生がくれたから,A,Her grandfather used it when he was young,祖父が若い頃に使っていたから,祖父が若い頃に使っていたと聞いて、Mika は興味を持ちます。,be interested in = 〜に興味がある,EIKEN_Grade3,reading,reason,be interested in,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q28,G3SET03,28,長文の内容一致選択,reading_comprehension,G3SET03-P03,What did Mika decide to do?,,Take pictures of her town,Sell the camera at school,Clean up the park alone,Write a letter to a singer,町の写真を撮る,学校でカメラを売る,一人で公園を掃除する,歌手に手紙を書く,A,Take pictures of her town,町の写真を撮る,Mika は古いカメラで町の写真を撮ることにしました。,decide to do = 〜することに決める,EIKEN_Grade3,reading,detail,decide to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q29,G3SET03,29,長文の内容一致選択,reading_comprehension,G3SET03-P03,What happened at the end of the story?,,Mika showed her photos at school,Mika lost the camera on the train,Mika moved to another city,Mika stopped talking to her grandfather,Mika が学校で写真を見せた,Mika が電車でカメラをなくした,Mika が別の町に引っ越した,Mika が祖父と話さなくなった,A,Mika showed her photos at school,Mika が学校で写真を見せた,最後に Mika は学校で写真を見せ、友達が驚きました。,show = 見せる,EIKEN_Grade3,reading,sequence,show,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET03-Q30,G3SET03,30,長文の内容一致選択,reading_comprehension,G3SET03-P03,What is this story mainly about?,,A girl who learned about her town with an old camera,A boy who became a famous soccer player,A family that opened a new restaurant,A teacher who traveled all over the world,古いカメラで町について学んだ女の子,有名なサッカー選手になった男の子,新しいレストランを開いた家族,世界中を旅した先生,A,A girl who learned about her town with an old camera,古いカメラで町について学んだ女の子,物語全体は、Mika が古いカメラで町を見直す内容です。,mainly about = 主に〜について,EIKEN_Grade3,reading,main_idea,mainly about,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q01,G3SET04,1,短文の語句空所補充,sentence_fill,,Please wait (  ) minutes. The teacher will come soon.,,a few,a glass of,a pair of,a slice of,2、3の〜,コップ1杯の〜,1組の〜,1切れの〜,A,a few,2、3の〜,「数分待ってください」という意味なので a few minutes が自然です。,a few = 2、3の〜,EIKEN_Grade3,vocabulary,phrase_choice,a few,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q02,G3SET04,2,短文の語句空所補充,sentence_fill,,My sister drinks (  ) milk every morning.,,a sheet of,a glass of,a piece of,a pair of,1枚の〜,コップ1杯の〜,1切れ/1枚の〜,1組の〜,B,a glass of,コップ1杯の〜,milk は液体なので「コップ1杯の」を表す a glass of が合います。,a glass of = コップ1杯の〜,EIKEN_Grade3,vocabulary,phrase_choice,a glass of,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q03,G3SET04,3,短文の語句空所補充,sentence_fill,,This bag is (  ) heavy for me. Can you help me carry it?,,a little too,after school,as usual,each other,少し〜すぎる,放課後に,いつものように,お互い,A,a little too,少し〜すぎる,「少し重すぎる」という意味になるので a little too が正解です。,a little too = 少し〜すぎる,EIKEN_Grade3,vocabulary,phrase_choice,a little too,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q04,G3SET04,4,短文の語句空所補充,sentence_fill,,"Yumi is (  ) drawing pictures, so she often wins art contests.",,late for,good at,full of,different from,〜に遅れる,〜が得意である,〜でいっぱい,〜と違う,B,good at,〜が得意である,「絵を描くのが得意」という意味なので be good at が最適です。,be good at = 〜が得意である,EIKEN_Grade3,vocabulary,phrase_choice,be good at,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q05,G3SET04,5,短文の語句空所補充,sentence_fill,,Ken was (  ) school yesterday because he had a cold.,,absent from,proud of,ready for,famous for,〜を休んでいる,〜を誇りに思う,〜の準備ができている,〜で有名,A,absent from,〜を休んでいる,風邪で学校を休んだ内容なので be absent from school が自然です。,be absent from = 〜を休んでいる,EIKEN_Grade3,vocabulary,phrase_choice,be absent from,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q06,G3SET04,6,短文の語句空所補充,sentence_fill,,Please (  ) your room before your friends come.,,clean up,fall down,run away,take off,片づける,転ぶ,逃げる,離陸する/脱ぐ,A,clean up,片づける,友達が来る前に部屋を片づける場面なので clean up が正解です。,clean up = 〜をきれいに片づける,EIKEN_Grade3,vocabulary,phrasal_verb,clean up,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q07,G3SET04,7,短文の語句空所補充,sentence_fill,,"After high school, I want to (  ) a teacher.",,grow up,want to be,come true,get dark,成長する,〜になりたい,実現する,暗くなる,B,want to be,〜になりたい,「先生になりたい」と言うときは want to be を使います。,want to be = 〜になりたい,EIKEN_Grade3,grammar,phrase_choice,want to be,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q08,G3SET04,8,短文の語句空所補充,sentence_fill,,"I forgot my notebook, so I had to (  ) a piece of paper from my friend.",,ask for,arrive at,laugh at,look around,〜を求める,〜に到着する,〜を笑う,見回す,A,ask for,〜を求める,友達に紙を求める場面なので ask for が自然です。,ask for = 〜を求める,EIKEN_Grade3,vocabulary,phrasal_verb,ask for,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q09,G3SET04,9,短文の語句空所補充,sentence_fill,,My dream of visiting Canada finally (  ) last year.,,came true,got hungry,went home,left a message,実現した,お腹がすいた,帰宅した,伝言を残した,A,came true,実現した,夢が実現したという意味なので came true が正解です。,come true = 実現する,EIKEN_Grade3,vocabulary,phrase_choice,come true,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q10,G3SET04,10,短文の語句空所補充,sentence_fill,,It (  ) about twenty minutes to walk from my house to the station.,,takes,spends,costs,keeps,かかる,費やす,費用がかかる,保つ,A,takes,かかる,「〜するのに時間がかかる」は It takes ... to do の形を使います。,it takes A time to do = 〜するのに時間がかかる,EIKEN_Grade3,grammar,it_takes,it takes A time to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q11,G3SET04,11,短文の語句空所補充,sentence_fill,,We are (  ) to seeing you at the school festival.,,looking forward,looking well,looking around,looking for,楽しみにしている,元気そうに見える,見回す,探す,A,looking forward,楽しみにしている,「〜を楽しみにしている」は look forward to doing/A です。,look forward to = 〜を楽しみに待つ,EIKEN_Grade3,grammar,phrasal_verb,look forward to,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q12,G3SET04,12,短文の語句空所補充,sentence_fill,,Tom is (  ) his little sister while his mother is shopping.,,taking care of,taking off,taking part in,taking a picture,世話をする,脱ぐ/離陸する,参加する,写真を撮る,A,taking care of,世話をする,妹の世話をしている場面なので taking care of が合います。,take care of = 〜の世話をする,EIKEN_Grade3,vocabulary,phrasal_verb,take care of,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q13,G3SET04,13,短文の語句空所補充,sentence_fill,,I have (  ) been to Okinawa. I want to go there someday.,,never,often,already,usually,一度も〜ない,よく,すでに,たいてい,A,never,一度も〜ない,「一度も行ったことがない」は have never been to を使います。,have never been to = 〜に行ったことがない,EIKEN_Grade3,grammar,present_perfect,have never been to,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q14,G3SET04,14,短文の語句空所補充,sentence_fill,,My father told me (  ) up because we were late for the train.,,hurry,to hurry,hurrying,hurried,急ぐ,急ぐように,急いでいる,急いだ,B,to hurry,急ぐように,tell A to do の形なので to hurry が正解です。,tell A to do = Aに〜するように言う,EIKEN_Grade3,grammar,infinitive,tell A to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q15,G3SET04,15,短文の語句空所補充,sentence_fill,,This question is easy (  ) for me to answer.,,enough,also,still,soon,十分に,〜もまた,まだ,すぐに,A,enough,十分に,「答えるのに十分簡単」は adjective + enough to do の形です。,enough to do = 〜するのに十分な,EIKEN_Grade3,grammar,enough_to,enough to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q16,G3SET04,16,会話文の文選択,dialogue_completion,,"A: What are you going to do (  )?
B: I’m going to play basketball with my classmates.",,after school,in the world,for example,at last,放課後に,世界で,例えば,ついに,A,after school,放課後に,放課後の予定を聞いているので after school が自然です。,after school = 放課後に,EIKEN_Grade3,conversation,context,after school,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q17,G3SET04,17,会話文の文選択,dialogue_completion,,"A: Can you come to my birthday party this Sunday?
B: Sure. I’m (  ) to come.",,glad,covered,different,absent,うれしい,おおわれた,違う,欠席の,A,glad,うれしい,招待されて「来られてうれしい」と答える場面なので glad が合います。,be glad to do = 〜してうれしい,EIKEN_Grade3,conversation,emotion,be glad to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q18,G3SET04,18,会話文の文選択,dialogue_completion,,"A: Excuse me. Is there a post office (  )?
B: Yes. Go straight and you’ll see it on your right.",,near here,at first,by oneself,each other,この近くに,最初は,一人で,お互い,A,near here,この近くに,場所をたずねる会話なので near here が正解です。,near here = この近くに,EIKEN_Grade3,conversation,location,near here,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q19,G3SET04,19,会話文の文選択,dialogue_completion,,"A: You look tired.
B: I (  ) late last night because I had a lot of homework.",,stayed up,picked up,got off,put on,夜更かしした,迎えに行った/拾った,降りた,着た,A,stayed up,夜更かしした,宿題で夜更かしした内容なので stayed up late が自然です。,stay up late = 夜更かしする,EIKEN_Grade3,conversation,context,stay up late,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q20,G3SET04,20,会話文の文選択,dialogue_completion,,"A: How was your trip to Kyoto?
B: It was great. We (  ) a good time there.",,had,took,made,gave,過ごした,取った,作った,与えた,A,had,過ごした,「楽しく過ごす」は have a good time を使います。,have a good time = 楽しく過ごす,EIKEN_Grade3,conversation,collocation,have a good time,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q21,G3SET04,21,長文の内容一致選択,reading_comprehension,G3SET04-P01,Where will Summer Music Day be held if it rains?,,In the community center,In the school gym,At the train station,At a restaurant,コミュニティセンター,学校の体育館,駅,レストラン,A,In the community center,コミュニティセンター,お知らせには、雨の場合は公園の隣のコミュニティセンターで行うと書かれています。,if it rains = 雨が降ったら,EIKEN_Grade3,reading,detail,if it rains,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q22,G3SET04,22,長文の内容一致選択,reading_comprehension,G3SET04-P01,What should people bring to the event?,,A hat and water,A school uniform,A guitar and a chair,A lunch box and gloves,帽子と水,学校の制服,ギターといす,弁当箱と手袋,A,A hat and water,帽子と水,持ち物として a hat and a bottle of water と書かれています。,bring = 持ってくる,EIKEN_Grade3,reading,detail,bring,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q23,G3SET04,23,長文の内容一致選択,reading_comprehension,G3SET04-P02,Why can’t David read Saki’s book tonight?,,He left it at school,He gave it to his brother,He finished reading it,He lost it in the park,学校に置き忘れたから,弟にあげたから,読み終えたから,公園でなくしたから,A,He left it at school,学校に置き忘れたから,メールに I left the book at school とあります。,leave A at school = Aを学校に忘れる,EIKEN_Grade3,reading,reason,leave A at school,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q24,G3SET04,24,長文の内容一致選択,reading_comprehension,G3SET04-P02,Where does David want Saki to bring the book?,,To the library,To his house,To the city park,To the music room,図書館,彼の家,市の公園,音楽室,A,To the library,図書館,David は図書館に持ってきてほしいと言っています。,bring = 持ってくる,EIKEN_Grade3,reading,detail,bring,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q25,G3SET04,25,長文の内容一致選択,reading_comprehension,G3SET04-P02,What does David want Saki to show him?,,How to print pictures,How to play the guitar,How to cook dinner,How to take the bus,写真の印刷方法,ギターの弾き方,夕食の作り方,バスの乗り方,A,How to print pictures,写真の印刷方法,David は写真の印刷方法が分からず、教えてほしいと頼んでいます。,show A how to do = Aに〜のやり方を教える,EIKEN_Grade3,reading,detail,show A how to do,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q26,G3SET04,26,長文の内容一致選択,reading_comprehension,G3SET04-P02,When do they need to finish their poster?,,By Friday,By Monday,By September 5,By 3:30 tomorrow,金曜日までに,月曜日までに,9月5日までに,明日の3時半までに,A,By Friday,金曜日までに,メールの最後にポスターを金曜日までに仕上げる必要があると書かれています。,finish doing = 〜し終える,EIKEN_Grade3,reading,detail,finish doing,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
G3SET04-Q27,G3SET04,27,長文の内容一致選択,reading_comprehension,G3SET04-P03,Why was Rina worried at first?,,She was going to a new school,She lost her favorite book,She had to take a difficult test,She could not find the library,新しい学校に行くから,お気に入りの本をなくしたから,難しいテストを受けるから,図書館が見つからなかったから,A,She was going to a new school,新しい学校に行くから,新しい学校に行くことを心配していたと書かれています。,be worried about = 〜を心配している,EIKEN_Grade3,reading,reason,be worried about,Original item modeled on EIKEN Grade 3 format; uses uploaded vocabulary/phrase list as reference; not copied from past exam questions.
