set_no,set_title,question_no_in_set,global_question_id,question_type,question_text,choice_1,choice_2,choice_3,choice_4,correct_choice_no,correct_answer,explanation_cn,target_word,part_of_speech,jp_meaning,cn_meaning,collocation,source_basis,child_answer,auto_result_formula,attempt_count,wrong_count,error_rate_formula,last_practiced_date,last_wrong_date,status,notes
7,EIKEN Pre-2 Practice Set 07,7,67,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Can I borrow your pencil?,You should be quiet.,Where is my umbrella?,Did you have a good time?,4,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T68="""","""",IF(T68=K68,""○"",""×""))",0,0,"=IF(V68=0,"""",W68/V68)",,,未练习,
7,EIKEN Pre-2 Practice Set 07,8,68,语句补全・语法,English is spoken _____ many countries.,on,at,in,by,3,in,国家、地区前通常用 in。,,,,,,generated_from_pre2_pattern,,"=IF(T69="""","""",IF(T69=K69,""○"",""×""))",0,0,"=IF(V69=0,"""",W69/V69)",,,未练习,
7,EIKEN Pre-2 Practice Set 07,9,69,语句补全・语法,My brother is taller _____ I am.,from,than,to,as,2,than,比较级 + than。,,,,,,generated_from_pre2_pattern,,"=IF(T70="""","""",IF(T70=K70,""○"",""×""))",0,0,"=IF(V70=0,"""",W70/V70)",,,未练习,
7,EIKEN Pre-2 Practice Set 07,10,70,短文空所補充,"David wanted to buy a present for his mother. He did not have much money, so he made a photo album by himself. He put family pictures and short messages in it. His mother was very happy because the present was full of memories.

(Blank) David made a photo album because _____.",the store was very noisy,his mother disliked pictures,he did not have much money,he lost all family photos,3,he did not have much money,因为钱不多，所以自己做相册。,,,,,,generated_from_pre2_pattern,,"=IF(T71="""","""",IF(T71=K71,""○"",""×""))",0,0,"=IF(V71=0,"""",W71/V71)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,1,71,词汇・熟语四选一,I read _____ news every morning.,ordinary,calm,local,pretty,3,local,正确答案是 local，意思是：当地的；地方的。例句考查：local news。,local,形容词,地元の；局所の,当地的；地方的,local news,uploaded_vocab_database,,"=IF(T72="""","""",IF(T72=K72,""○"",""×""))",0,0,"=IF(V72=0,"""",W72/V72)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,2,72,词汇・熟语四选一,She felt _____ after moving to a new city.,following,lonely,nearby,healthy,2,lonely,正确答案是 lonely，意思是：孤独的；寂寞的。例句考查：a lonely life。,lonely,形容词,寂しい,孤独的；寂寞的,a lonely life,uploaded_vocab_database,,"=IF(T73="""","""",IF(T73=K73,""○"",""×""))",0,0,"=IF(V73=0,"""",W73/V73)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,3,73,词汇・熟语四选一,Please don't speak in a _____ voice here.,loud,enough,available,final,1,loud,正确答案是 loud，意思是：响亮的；大声的。例句考查：in a loud voice。,loud,形容词,大声の；派手な,响亮的；大声的,in a loud voice,uploaded_vocab_database,,"=IF(T74="""","""",IF(T74=K74,""○"",""×""))",0,0,"=IF(V74=0,"""",W74/V74)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,4,74,词汇・熟语四选一,The _____ reason is simple.,particular,main,traditional,concrete,2,main,正确答案是 main，意思是：主要的。例句考查：main reason。,main,形容词,主な,主要的,main reason,uploaded_vocab_database,,"=IF(T75="""","""",IF(T75=K75,""○"",""×""))",0,0,"=IF(V75=0,"""",W75/V75)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,5,75,词汇・熟语四选一,The team won a _____ contest.,unusual,national,nearby,formal,2,national,正确答案是 national，意思是：全国的；国家的；国立的。例句考查：national contest。,national,形容词,全国的な；国民の；国立の,全国的；国家的；国立的,national contest,uploaded_vocab_database,,"=IF(T76="""","""",IF(T76=K76,""○"",""×""))",0,0,"=IF(V76=0,"""",W76/V76)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,6,76,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",It sounds dangerous.,That's too far.,Here you are.,I missed the train.,3,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T77="""","""",IF(T77=K77,""○"",""×""))",0,0,"=IF(V77=0,"""",W77/V77)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,7,77,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",The weather was very hot.,We still have enough time.,I have never seen a bus.,This cake tastes sweet.,2,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T78="""","""",IF(T78=K78,""○"",""×""))",0,0,"=IF(V78=0,"""",W78/V78)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,8,78,语句补全・语法,Could you tell me _____ the nearest station is?,whose,who,what,where,4,where,间接疑问句询问地点用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T79="""","""",IF(T79=K79,""○"",""×""))",0,0,"=IF(V79=0,"""",W79/V79)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,9,79,语句补全・语法,There are many things _____ we can do to help the environment.,where,when,that,who,3,that,things 作先行词时可用 that。,,,,,,generated_from_pre2_pattern,,"=IF(T80="""","""",IF(T80=K80,""○"",""×""))",0,0,"=IF(V80=0,"""",W80/V80)",,,未练习,
8,EIKEN Pre-2 Practice Set 08,10,80,短文空所補充,"Sara's class visited a science museum. The guide showed them a robot that could answer simple questions. Sara asked the robot about space, and it gave a short answer. She thought technology was interesting and decided to read more about robots.

(Blank) Sara became interested in robots after _____.",cooking dinner at home,playing soccer outside,visiting the science museum,forgetting her notebook,3,visiting the science museum,参观科学博物馆后，她对机器人感兴趣。,,,,,,generated_from_pre2_pattern,,"=IF(T81="""","""",IF(T81=K81,""○"",""×""))",0,0,"=IF(V81=0,"""",W81/V81)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,1,81,词汇・熟语四选一,This park is full of _____ beauty.,noisy,natural,delicious,familiar,2,natural,正确答案是 natural，意思是：自然的；天然的。例句考查：natural energy。,natural,形容词,自然の；当然の；生まれつきの,自然的；天然的,natural energy,uploaded_vocab_database,,"=IF(T82="""","""",IF(T82=K82,""○"",""×""))",0,0,"=IF(V82=0,"""",W82/V82)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,2,82,词汇・熟语四选一,There is a _____ supermarket.,correct,secondhand,original,nearby,4,nearby,正确答案是 nearby，意思是：附近的；在附近。例句考查：a nearby shop。,nearby,形容词/副词,近くの；近くに,附近的；在附近,a nearby shop,uploaded_vocab_database,,"=IF(T83="""","""",IF(T83=K83,""○"",""×""))",0,0,"=IF(V83=0,"""",W83/V83)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,3,83,词汇・熟语四选一,Sleep is _____ for good health.,gentle,necessary,familiar,local,2,necessary,正确答案是 necessary，意思是：必要的。例句考查：absolutely necessary。,necessary,形容词,必要な,必要的,absolutely necessary,uploaded_vocab_database,,"=IF(T84="""","""",IF(T84=K84,""○"",""×""))",0,0,"=IF(V84=0,"""",W84/V84)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,4,84,词汇・熟语四选一,I was _____ before the speech.,nervous,wild,formal,basic,1,nervous,正确答案是 nervous，意思是：紧张的；神经质的。例句考查：get nervous。,nervous,形容词,緊張している；神経質な,紧张的；神经质的,get nervous,uploaded_vocab_database,,"=IF(T85="""","""",IF(T85=K85,""○"",""×""))",0,0,"=IF(V85=0,"""",W85/V85)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,5,85,词汇・熟语四选一,The classroom was _____ after lunch.,noisy,dangerous,lonely,serious,1,noisy,正确答案是 noisy，意思是：吵闹的。例句考查：noisy neighbors。,noisy,形容词,騒々しい,吵闹的,noisy neighbors,uploaded_vocab_database,,"=IF(T86="""","""",IF(T86=K86,""○"",""×""))",0,0,"=IF(V86=0,"""",W86/V86)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,6,86,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",How old is your sister?,When is the test?,Why did you open the window?,What color is it?,4,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T87="""","""",IF(T87=K87,""○"",""×""))",0,0,"=IF(V87=0,"""",W87/V87)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,7,87,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",You should stop studying forever.,This movie started yesterday.,How about watching one on Saturday?,I bought some vegetables.,3,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T88="""","""",IF(T88=K88,""○"",""×""))",0,0,"=IF(V88=0,"""",W88/V88)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,8,88,语句补全・语法,I was surprised _____ the news.,at,with,for,to,1,at,be surprised at 表示'对……感到惊讶'。,,,,,,generated_from_pre2_pattern,,"=IF(T89="""","""",IF(T89=K89,""○"",""×""))",0,0,"=IF(V89=0,"""",W89/V89)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,9,89,语句补全・语法,She asked me _____ I liked Japanese food.,what,where,who,if,4,if,asked me if... 表示'问我是否……'。,,,,,,generated_from_pre2_pattern,,"=IF(T90="""","""",IF(T90=K90,""○"",""×""))",0,0,"=IF(V90=0,"""",W90/V90)",,,未练习,
9,EIKEN Pre-2 Practice Set 09,10,90,短文空所補充,"Hiro and his friends planned a picnic. On Friday night, the weather report said it would rain on Saturday. They changed the plan and had lunch at Hiro's house instead. They played games and enjoyed the day, even though they could not go to the park.

(Blank) They had lunch at Hiro's house because _____.",the park was too beautiful,they wanted to ride bikes,it was going to rain,Hiro lost his shoes,3,it was going to rain,天气预报说会下雨，所以改在家里。,,,,,,generated_from_pre2_pattern,,"=IF(T91="""","""",IF(T91=K91,""○"",""×""))",0,0,"=IF(V91=0,"""",W91/V91)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,1,91,词汇・熟语四选一,His temperature is _____.,normal,fat,portable,arctic,1,normal,正确答案是 normal，意思是：正常的；普通的。例句考查：normal way。,normal,形容词,普通の；標準の,正常的；普通的,normal way,uploaded_vocab_database,,"=IF(T92="""","""",IF(T92=K92,""○"",""×""))",0,0,"=IF(V92=0,"""",W92/V92)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,2,92,词汇・熟语四选一,The school made an _____ announcement.,true,arctic,official,harmful,3,official,正确答案是 official，意思是：官方的；正式的。例句考查：official record。,official,形容词,公式の；正式の；職務上の,官方的；正式的,official record,uploaded_vocab_database,,"=IF(T93="""","""",IF(T93=K93,""○"",""×""))",0,0,"=IF(V93=0,"""",W93/V93)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,3,93,词汇・熟语四选一,It was an _____ day.,smart,regular,ordinary,traditional,3,ordinary,正确答案是 ordinary，意思是：普通的；平常的。例句考查：ordinary life。,ordinary,形容词,普通の；並の,普通的；平常的,ordinary life,uploaded_vocab_database,,"=IF(T94="""","""",IF(T94=K94,""○"",""×""))",0,0,"=IF(V94=0,"""",W94/V94)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,4,94,词汇・熟语四选一,Do you have any _____ questions?,pretty,cheerful,available,other,4,other,正确答案是 other，意思是：其他的；别的。例句考查：in other words。,other,形容词,他の；別の,其他的；别的,in other words,uploaded_vocab_database,,"=IF(T95="""","""",IF(T95=K95,""○"",""×""))",0,0,"=IF(V95=0,"""",W95/V95)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,5,95,词汇・熟语四选一,Please write your _____ answer.,helpful,another,own,difficult,3,own,正确答案是 own，意思是：自己的。例句考查：one's own。,own,形容词,自分自身の,自己的,one's own,uploaded_vocab_database,,"=IF(T96="""","""",IF(T96=K96,""○"",""×""))",0,0,"=IF(V96=0,"""",W96/V96)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,6,96,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I'll help you carry it.,It is raining outside.,I want to buy a ticket.,I read that book twice.,1,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T97="""","""",IF(T97=K97,""○"",""×""))",0,0,"=IF(V97=0,"""",W97/V97)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,7,97,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",Let's cancel the party.,How about some flowers?,The room is too cold.,I don't know her name.,2,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T98="""","""",IF(T98=K98,""○"",""×""))",0,0,"=IF(V98=0,"""",W98/V98)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,8,98,语句补全・语法,The boy _____ under the tree is my friend.,to stand,standing,stand,stood,2,standing,现在分词短语作后置修饰。,,,,,,generated_from_pre2_pattern,,"=IF(T99="""","""",IF(T99=K99,""○"",""×""))",0,0,"=IF(V99=0,"""",W99/V99)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,9,99,语句补全・语法,You should finish your homework before _____ outside.,go,went,going,to go,3,going,介词 before 后接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T100="""","""",IF(T100=K100,""○"",""×""))",0,0,"=IF(V100=0,"""",W100/V100)",,,未练习,
10,EIKEN Pre-2 Practice Set 10,10,100,短文空所補充,"Nina often forgot new English words after learning them. Her teacher told her to use each word in a sentence. Nina started writing three sentences every day. Soon, she remembered words more easily because she used them many times.

(Blank) Nina remembered words more easily by _____.",using them in sentences,sleeping in class,throwing away her notebook,reading no English,1,using them in sentences,把单词用于句子中，能帮助记忆。,,,,,,generated_from_pre2_pattern,,"=IF(T101="""","""",IF(T101=K101,""○"",""×""))",0,0,"=IF(V101=0,"""",W101/V101)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,1,101,词汇・熟语四选一,I bought a _____ charger for my phone.,suitable,careful,dangerous,portable,4,portable,正确答案是 portable，意思是：便携的。例句考查：portable charger。,portable,形容词,携帯できる,便携的,portable charger,uploaded_vocab_database,,"=IF(T102="""","""",IF(T102=K102,""○"",""×""))",0,0,"=IF(V102=0,"""",W102/V102)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,2,102,词汇・熟语四选一,Please come as soon as _____.,clear,direct,official,possible,4,possible,正确答案是 possible，意思是：可能的。例句考查：as soon as possible。,possible,形容词,可能な；あり得る,可能的,as soon as possible,uploaded_vocab_database,,"=IF(T103="""","""",IF(T103=K103,""○"",""×""))",0,0,"=IF(V103=0,"""",W103/V103)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,3,103,词汇・熟语四选一,This soup tastes _____ good.,portable,common,pretty,necessary,3,pretty,正确答案是 pretty，意思是：相当；漂亮的。例句考查：pretty good。,pretty,副词/形容词,なかなか；かわいらしい,相当；漂亮的,pretty good,uploaded_vocab_database,,"=IF(T104="""","""",IF(T104=K104,""○"",""×""))",0,0,"=IF(V104=0,"""",W104/V104)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,4,104,词汇・熟语四选一,This is my _____ room.,confident,close,private,empty,3,private,正确答案是 private，意思是：私人的；私立的。例句考查：private lesson。,private,形容词,個人的な；私立の；私的な,私人的；私立的,private lesson,uploaded_vocab_database,,"=IF(T105="""","""",IF(T105=K105,""○"",""×""))",0,0,"=IF(V105=0,"""",W105/V105)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,5,105,词汇・熟语四选一,Please use a _____ phone in an emergency.,helpful,public,dangerous,fresh,2,public,正确答案是 public，意思是：公共的；公立的。例句考查：public phone。,public,形容词,公共の；公立の,公共的；公立的,public phone,uploaded_vocab_database,,"=IF(T106="""","""",IF(T106=K106,""○"",""×""))",0,0,"=IF(V106=0,"""",W106/V106)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,6,106,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",I don't like cooking.,I'll ask you again later.,The library is closed.,You should buy a book.,2,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T107="""","""",IF(T107=K107,""○"",""×""))",0,0,"=IF(V107=0,"""",W107/V107)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,7,107,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",I prefer trains to buses.,you should practice more.,it takes about five minutes on foot.,I lost my ticket yesterday.,3,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T108="""","""",IF(T108=K108,""○"",""×""))",0,0,"=IF(V108=0,"""",W108/V108)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,8,108,语句补全・语法,"Mike was very tired, but he continued _____ for the English test.",study,studied,to studying,studying,4,studying,continue doing 表示'继续做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T109="""","""",IF(T109=K109,""○"",""×""))",0,0,"=IF(V109=0,"""",W109/V109)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,9,109,语句补全・语法,My parents don't allow me _____ video games before finishing homework.,played,play,playing,to play,4,to play,allow 人 to do 表示'允许某人做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T110="""","""",IF(T110=K110,""○"",""×""))",0,0,"=IF(V110=0,"""",W110/V110)",,,未练习,
11,EIKEN Pre-2 Practice Set 11,10,110,短文空所補充,"Last Sunday, Ken and his family went to a small town near the sea. Ken's father wanted to relax, but Ken wanted to do something exciting. They rented bicycles and rode along the beach. At first, Ken was worried because he had not ridden a bike for a long time. However, his sister helped him, and soon he began to enjoy it. Riding bikes was a good way to see many beautiful places.

(Blank) Ken was worried at first because he _____.",had not ridden a bike for a long time,forgot to bring money,could not find his sister,wanted to go home early,1,had not ridden a bike for a long time,本文中说Ken很久没有骑自行车，所以一开始担心。,,,,,,generated_from_pre2_pattern,,"=IF(T111="""","""",IF(T111=K111,""○"",""×""))",0,0,"=IF(V111=0,"""",W111/V111)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,1,111,词汇・熟语四选一,The library is _____.,noisy,quiet,extra,empty,2,quiet,正确答案是 quiet，意思是：安静的。例句考查：be quiet。,quiet,形容词,静かな,安静的,be quiet,uploaded_vocab_database,,"=IF(T112="""","""",IF(T112=K112,""○"",""×""))",0,0,"=IF(V112=0,"""",W112/V112)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,2,112,词汇・熟语四选一,"In _____ years, this town has changed a lot.",huge,alike,recent,delicate,3,recent,正确答案是 recent，意思是：最近的。例句考查：in recent years。,recent,形容词,最近の,最近的,in recent years,uploaded_vocab_database,,"=IF(T113="""","""",IF(T113=K113,""○"",""×""))",0,0,"=IF(V113=0,"""",W113/V113)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,3,113,词汇・熟语四选一,Keep your money in a _____ place.,safe,usual,full-time,frightening,1,safe,正确答案是 safe，意思是：安全的。例句考查：a safe place。,safe,形容词,安全な；無事で,安全的,a safe place,uploaded_vocab_database,,"=IF(T114="""","""",IF(T114=K114,""○"",""×""))",0,0,"=IF(V114=0,"""",W114/V114)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,4,114,词汇・熟语四选一,I visited Kyoto _____ times.,several,square,silly,international,1,several,正确答案是 several，意思是：几个的；若干的。例句考查：several times。,several,形容词,数人の；いくつかの,几个的；若干的,several times,uploaded_vocab_database,,"=IF(T115="""","""",IF(T115=K115,""○"",""×""))",0,0,"=IF(V115=0,"""",W115/V115)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,5,115,词汇・熟语四选一,Your bag is _____ to mine.,alike,safe,similar,difficult,3,similar,正确答案是 similar，意思是：相似的。例句考查：similar to。,similar,形容词,類似した,相似的,similar to,uploaded_vocab_database,,"=IF(T116="""","""",IF(T116=K116,""○"",""×""))",0,0,"=IF(V116=0,"""",W116/V116)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,6,116,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",Let's look for it together.,The bus will arrive soon.,This notebook is expensive.,I don't enjoy science.,1,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T117="""","""",IF(T117=K117,""○"",""×""))",0,0,"=IF(V117=0,"""",W117/V117)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,7,117,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Did you have a good time?,You should be quiet.,Can I borrow your pencil?,Where is my umbrella?,1,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T118="""","""",IF(T118=K118,""○"",""×""))",0,0,"=IF(V118=0,"""",W118/V118)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,8,118,语句补全・语法,I decided _____ English for thirty minutes every day.,study,to study,studying,studied,2,to study,decide to do 表示'决定做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T119="""","""",IF(T119=K119,""○"",""×""))",0,0,"=IF(V119=0,"""",W119/V119)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,9,119,语句补全・语法,She is interested in _____ about animals.,learning,to learn,learned,learn,1,learning,be interested in 后面接名词或动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T120="""","""",IF(T120=K120,""○"",""×""))",0,0,"=IF(V120=0,"""",W120/V120)",,,未练习,
12,EIKEN Pre-2 Practice Set 12,10,120,短文空所補充,"Emma joined the school cooking club this year. At first, she only watched older students cook. One day, the teacher asked her to make soup for the club. Emma was nervous, but she followed the recipe carefully. Everyone said the soup tasted good, so Emma felt more confident.

(Blank) Emma felt more confident because _____.",the teacher canceled the club,everyone liked her soup,older students stopped cooking,she bought a new recipe book,2,everyone liked her soup,大家说汤很好喝，所以她更有信心。,,,,,,generated_from_pre2_pattern,,"=IF(T121="""","""",IF(T121=K121,""○"",""×""))",0,0,"=IF(V121=0,"""",W121/V121)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,1,121,词汇・熟语四选一,We prepared a _____ dinner for him.,special,normal,cute,loud,1,special,正确答案是 special，意思是：特别的。例句考查：special reason。,special,形容词,特別な,特别的,special reason,uploaded_vocab_database,,"=IF(T122="""","""",IF(T122=K122,""○"",""×""))",0,0,"=IF(V122=0,"""",W122/V122)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,2,122,词汇・熟语四选一,She became a _____ businesswoman.,loud,successful,tough,basic,2,successful,正确答案是 successful，意思是：成功的。例句考查：successful businessman。,successful,形容词,成功した,成功的,successful businessman,uploaded_vocab_database,,"=IF(T123="""","""",IF(T123=K123,""○"",""×""))",0,0,"=IF(V123=0,"""",W123/V123)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,3,123,词汇・熟语四选一,Is this story _____?,usual,final,safe,true,4,true,正确答案是 true，意思是：真实的；真正的。例句考查：true story。,true,形容词,本当の；真実の,真实的；真正的,true story,uploaded_vocab_database,,"=IF(T124="""","""",IF(T124=K124,""○"",""×""))",0,0,"=IF(V124=0,"""",W124/V124)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,4,124,词汇・熟语四选一,We had _____ weather this spring.,convenient,single,close,unusual,4,unusual,正确答案是 unusual，意思是：异常的；不寻常的。例句考查：unusual weather。,unusual,形容词,異常な；普通でない,异常的；不寻常的,unusual weather,uploaded_vocab_database,,"=IF(T125="""","""",IF(T125=K125,""○"",""×""))",0,0,"=IF(V125=0,"""",W125/V125)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,5,125,词汇・熟语四选一,We saw _____ birds near the lake.,wild,gentle,foreign,ordinary,1,wild,正确答案是 wild，意思是：野生的；狂野的。例句考查：wild animals。,wild,形容词,野生の；荒れ果てた；乱暴な,野生的；狂野的,wild animals,uploaded_vocab_database,,"=IF(T126="""","""",IF(T126=K126,""○"",""×""))",0,0,"=IF(V126=0,"""",W126/V126)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,6,126,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",It sounds dangerous.,Here you are.,I missed the train.,That's too far.,2,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T127="""","""",IF(T127=K127,""○"",""×""))",0,0,"=IF(V127=0,"""",W127/V127)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,7,127,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",I have never seen a bus.,This cake tastes sweet.,We still have enough time.,The weather was very hot.,3,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T128="""","""",IF(T128=K128,""○"",""×""))",0,0,"=IF(V128=0,"""",W128/V128)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,8,128,语句补全・语法,This book is easy enough for children _____.,reading,reads,to read,read,3,to read,形容词 + enough + to do。,,,,,,generated_from_pre2_pattern,,"=IF(T129="""","""",IF(T129=K129,""○"",""×""))",0,0,"=IF(V129=0,"""",W129/V129)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,9,129,语句补全・语法,I spent two hours _____ my room yesterday.,cleaned,cleaning,to clean,clean,2,cleaning,spend time doing 表示'花时间做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T130="""","""",IF(T130=K130,""○"",""×""))",0,0,"=IF(V130=0,"""",W130/V130)",,,未练习,
13,EIKEN Pre-2 Practice Set 13,10,130,短文空所補充,"Tom usually went to school by bus. However, the bus was late many times this month. His friend told him that riding a bicycle would be faster. Tom tried it on Monday and arrived at school ten minutes earlier than usual. Now he rides his bike when the weather is good.

(Blank) Tom started riding his bike because _____.",he disliked his friend,the bus was often late,he wanted a new helmet,his school moved far away,2,the bus was often late,公交经常迟到，所以他尝试骑自行车。,,,,,,generated_from_pre2_pattern,,"=IF(T131="""","""",IF(T131=K131,""○"",""×""))",0,0,"=IF(V131=0,"""",W131/V131)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,1,131,词汇・熟语四选一,"_____, I have never been there.",apparently,actually,moreover,easily,2,actually,正确答案是 actually，意思是：实际上；其实。例句考查：actually happen。,actually,副词,実際に；本当のところ,实际上；其实,actually happen,uploaded_vocab_database,,"=IF(T132="""","""",IF(T132=K132,""○"",""×""))",0,0,"=IF(V132=0,"""",W132/V132)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,2,132,词汇・熟语四选一,We had lunch and went shopping _____.,afterward,below,apart,twice,1,afterward,正确答案是 afterward，意思是：后来；之后。例句考查：afterward。,afterward,副词,後で,后来；之后,afterward,uploaded_vocab_database,,"=IF(T133="""","""",IF(T133=K133,""○"",""×""))",0,0,"=IF(V133=0,"""",W133/V133)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,3,133,词汇・熟语四选一,Please go _____ without me.,somewhere,else,throughout,ahead,4,ahead,正确答案是 ahead，意思是：在前面；提前。例句考查：go ahead。,ahead,副词,前方に；前もって,在前面；提前,go ahead,uploaded_vocab_database,,"=IF(T134="""","""",IF(T134=K134,""○"",""×""))",0,0,"=IF(V134=0,"""",W134/V134)",,,未练习,
14,EIKEN Pre-2 Practice Set 14,4,134,词汇・熟语四选一,I _____ missed the train.,finally,naturally,instead,almost,4,almost,正确答案是 almost，意思是：几乎；差点。例句考查：almost all。,almost,副词,ほとんど；もう少しで,几乎；差点,almost all,uploaded_vocab_database,,"=IF(T135="""","""",IF(T135=K135,""○"",""×""))",0,0,"=IF(V135=0,"""",W135/V135)",,,未练习,
